tip_label	accession	taxid	organism	group	role	gene	core_from	core_to	full_len	core_len
A0A9W9XDN3_Penicillium	A0A9W9XDN3	2819901	Penicillium diatomitis	ascomycota	ingroup	PIF1	207	374	657	168
A0AA35IR82_Saccharomyces	A0AA35IR82	226126	Saccharomyces mikatae IFO 1815	ascomycota	ingroup	SMKI13G0710	236	442	859	207
A0AAV9SU16_Colletotrichum	A0AAV9SU16	1209068	Colletotrichum tabaci	ascomycota	ingroup	PIF1	318	527	839	210
A0AAV9UWD6_Orbilia	A0AAV9UWD6	3140254	Orbilia brochopaga	ascomycota	ingroup	PIF1	304	508	829	205
A0AB34KML8_Cladosporium	A0AB34KML8	1052096	Cladosporium halotolerans	ascomycota	ingroup	pif1	386	593	895	208
A0ABN8WKL1_Saccharomyces	A0ABN8WKL1	230603	Saccharomyces uvarum (Yeast) (Saccharomyces bayanus var. uvarum)	ascomycota	ingroup	SUVZ15G1840	239	446	731	208
A0ABQ8N742_Pyricularia	A0ABQ8N742	148305	Pyricularia grisea (Crabgrass-specific blast fungus) (Magnaporthe grisea)	ascomycota	ingroup	PIF1	353	562	864	210
A0ABQ8WGQ7_Penicillium	A0ABQ8WGQ7	5076	Penicillium chrysogenum (Penicillium notatum)	ascomycota	ingroup	PIF1	227	435	720	209
A0ABR2V6U6_Seiridium	A0ABR2V6U6	138068	Seiridium unicorne	ascomycota	ingroup	PIF1	362	570	872	209
A0ABY6SM04_Podospora	A0ABY6SM04	48703	Podospora comata	ascomycota	ingroup	PIF1	317	524	835	208
B3LLJ4_Saccharomyces	B3LLJ4	285006	Saccharomyces cerevisiae (strain RM11-1a) (Baker's yeast)	ascomycota	ingroup	PIF1	236	442	859	207
B6Q6C2_Talaromyces	B6Q6C2	441960	Talaromyces marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333) (Penicillium marneffei)	ascomycota	ingroup	PIF1	291	499	802	209
C5DFL7_Lachancea	C5DFL7	559295	Lachancea thermotolerans (strain ATCC 56472 / CBS 6340 / NRRL Y-8284) (Yeast) (Kluyveromyces thermotolerans)	ascomycota	ingroup	PIF1	291	497	899	207
C5DM92_Lachancea	C5DM92	559295	Lachancea thermotolerans (strain ATCC 56472 / CBS 6340 / NRRL Y-8284) (Yeast) (Kluyveromyces thermotolerans)	ascomycota	ingroup	RRM3	197	406	693	210
C5MAG5_Candida	C5MAG5	294747	Candida tropicalis (strain ATCC MYA-3404 / T1) (Yeast)	ascomycota	ingroup	PIF1	313	520	781	208
E4V3W1_Nannizzia	E4V3W1	535722	Arthroderma gypseum (strain ATCC MYA-4604 / CBS 118893) (Microsporum gypseum)	ascomycota	ingroup	PIF1	256	462	760	207
E9ETX6_Metarhizium	E9ETX6	655844	Metarhizium robertsii (strain ARSEF 23 / ATCC MYA-3075) (Metarhizium anisopliae (strain ARSEF 23))	ascomycota	ingroup	PIF1	299	507	813	209
G4N540_Pyricularia	G4N540	242507	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)	ascomycota	ingroup	PIF1	353	562	864	210
J5JW44_Beauveria	J5JW44	655819	Beauveria bassiana (strain ARSEF 2860) (White muscardine disease fungus) (Tritirachium shiotae)	ascomycota	ingroup	PIF1	314	522	798	209
M1WCW3_Claviceps	M1WCW3	1111077	Claviceps purpurea (strain 20.1) (Ergot fungus) (Sphacelia segetum)	ascomycota	ingroup	PIF1	313	521	800	209
Q6CEU3_Yarrowia	Q6CEU3	284591	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	ascomycota	ingroup	PIF1	531	694	1113	164
W9CKN3_Sclerotinia	W9CKN3	1432307	Sclerotinia borealis (strain F-4128)	ascomycota	ingroup	PIF1	376	586	898	211
A0A022Y865_Trichophyton	A0A022Y865	1215331	Trichophyton soudanense CBS 452.61	ascomycota	ingroup	PIF1	256	462	780	207
A0A0A1TS53_tx1531966	A0A0A1TS53	1531966	[Torrubiella] hemipterigena	ascomycota	ingroup	PIF1	361	569	844	209
A0A0D2H657_Fonsecaea	A0A0D2H657	1442368	Fonsecaea pedrosoi CBS 271.37	ascomycota	ingroup	PIF1	250	457	764	208
A0A0H1B6P3_Blastomyces	A0A0H1B6P3	2060906	Blastomyces silverae	ascomycota	ingroup	PIF1	257	464	798	208
A0A0L0NDI1_Tolypocladium	A0A0L0NDI1	1163406	Tolypocladium ophioglossoides (strain CBS 100239) (Snaketongue truffleclub) (Elaphocordyceps ophioglossoides)	ascomycota	ingroup	PIF1	339	547	860	209
A0A0M8P8W8_Penicillium	A0A0M8P8W8	229535	Penicillium nordicum	ascomycota	ingroup	PIF1	199	407	682	209
A0A0P1KKU7_Lachancea	A0A0P1KKU7	1654605	Lachancea quebecensis	ascomycota	ingroup	PIF1	290	496	899	207
A0A135TU94_Colletotrichum	A0A135TU94	1460502	Colletotrichum nymphaeae SA-01	ascomycota	ingroup	PIF1	306	515	834	210
A0A168CGZ8_Cordyceps	A0A168CGZ8	1081104	Cordyceps fumosorosea (strain ARSEF 2679) (Isaria fumosorosea)	ascomycota	ingroup	PIF1	313	521	804	209
A0A168ISU5_Akanthomyces	A0A168ISU5	1081108	Akanthomyces lecanii RCEF 1005	ascomycota	ingroup	PIF1	318	526	803	209
A0A177FGZ4_Fonsecaea	A0A177FGZ4	254056	Fonsecaea monophora	ascomycota	ingroup	PIF1	250	457	764	208
A0A1B8AKF1_Fusarium	A0A1B8AKF1	36050	Fusarium poae	ascomycota	ingroup	PIF1	304	513	819	210
A0A1E1KSW3_Rhynchosporium	A0A1E1KSW3	914238	Rhynchosporium agropyri	ascomycota	ingroup	PIF1	366	575	899	210
A0A1W2TKN4_Rosellinia	A0A1W2TKN4	77044	Rosellinia necatrix (White root-rot fungus)	ascomycota	ingroup	PIF1	306	514	796	209
A0A1Z5T4Y1_Hortaea	A0A1Z5T4Y1	1157616	Hortaea werneckii EXF-2000	ascomycota	ingroup	PIF1	404	611	912	208
A0A2B7X4F7_Blastomyces	A0A2B7X4F7	2060905	Blastomyces parvus	ascomycota	ingroup	PIF1	257	464	798	208
A0A2H0ZLB1_Candidozyma	A0A2H0ZLB1	498019	Candidozyma auris (Yeast) (Candida auris)	ascomycota	ingroup	PIF1	268	476	780	209
A0A2H2ZNG2_Trichoderma	A0A2H2ZNG2	858221	Trichoderma parareesei (Filamentous fungus)	ascomycota	ingroup	PIF1	350	559	855	210
A0A2N3NCB3_Lomentospora	A0A2N3NCB3	41688	Lomentospora prolificans	ascomycota	ingroup	PIF1	360	552	1670	193
A0A2P7Z3W1_Elsinoe	A0A2P7Z3W1	40998	Elsinoe australis	ascomycota	ingroup	PIF1	341	548	844	208
A0A366QY50_Fusarium	A0A366QY50	231269	Fusarium coffeatum	ascomycota	ingroup	PIF1	305	514	819	210
A0A376BA80_Saccharomycodes	A0A376BA80	36035	Saccharomycodes ludwigii	ascomycota	ingroup	PIF1	248	453	763	206
A0A395SEG8_Fusarium	A0A395SEG8	5514	Fusarium sporotrichioides	ascomycota	ingroup	PIF1	307	516	822	210
A0A3A2ZL16_Aspergillus	A0A3A2ZL16	2070753	Aspergillus sclerotialis	ascomycota	ingroup	PIF1	242	450	746	209
A0A3D8SQV1_Coleophoma	A0A3D8SQV1	1849047	Coleophoma cylindrospora	ascomycota	ingroup	PIF1	350	560	870	211
A0A420HWK8_Erysiphe	A0A420HWK8	212602	Erysiphe neolycopersici	ascomycota	ingroup	PIF1	401	611	885	211
A0A484FKH5_Colletotrichum	A0A484FKH5	1213857	Colletotrichum orbiculare (strain 104-T / ATCC 96160 / CBS 514.97 / LARS 414 / MAFF 240422) (Cucumber anthracnose fungus) (Colletotrichum lagenarium)	ascomycota	ingroup	pif1-1	593	802	1117	210
A0A4Q4P3R5_Alternaria	A0A4Q4P3R5	119927	Alternaria tenuissima	ascomycota	ingroup	PIF1	294	501	782	208
A0A4Z1FQZ2_Botrytis	A0A4Z1FQZ2	278948	Botrytis paeoniae	ascomycota	ingroup	PIF1	381	591	907	211
A0A4Z1H1E5_Botrytis	A0A4Z1H1E5	278943	Botrytis hyacinthi	ascomycota	ingroup	PIF1	384	594	910	211
A0A4Z1I5K8_Botryotinia	A0A4Z1I5K8	54673	Botryotinia convoluta	ascomycota	ingroup	PIF1	384	594	910	211
A0A4Z1JM45_Botrytis	A0A4Z1JM45	278938	Botrytis elliptica	ascomycota	ingroup	PIF1	385	595	911	211
A0A4Z1NVH7_Venturia	A0A4Z1NVH7	86259	Venturia nashicola	ascomycota	ingroup	PIF1	484	696	1004	213
A0A5E8B6K8_Magnusiomyces	A0A5E8B6K8	2606893	Magnusiomyces paraingens	ascomycota	ingroup	PIF1	98	306	647	209
A0A5N6K1H9_Monilinia	A0A5N6K1H9	61186	Monilinia laxa (Brown rot fungus) (Sclerotinia laxa)	ascomycota	ingroup	PIF1	382	592	903	211
A0A642UJS9_Trichomonascus	A0A642UJS9	44093	Trichomonascus ciferrii	ascomycota	ingroup	PIF1	358	577	853	220
A0A7C8MWI0_Xylaria	A0A7C8MWI0	323545	Xylaria multiplex	ascomycota	ingroup	PIF1	117	325	628	209
A0A7G3ZIW5_Torulaspora	A0A7G3ZIW5	48254	Torulaspora globosa	ascomycota	ingroup	RRM3	182	385	677	204
A0A7U2QU03_Aspergillus	A0A7U2QU03	332952	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167)	ascomycota	ingroup	PIF1	252	460	754	209
A0A8H2ZM85_Sclerotinia	A0A8H2ZM85	28548	Sclerotinia trifoliorum	ascomycota	ingroup	PIF1	385	595	906	211
A0A8H4Q9J7_Ophiocordyceps	A0A8H4Q9J7	2030778	Ophiocordyceps camponoti-floridani	ascomycota	ingroup	PIF1	283	492	795	210
A0A8H4T2Y1_Fusarium	A0A8H4T2Y1	1208366	Fusarium sarcochroum	ascomycota	ingroup	PIF1	307	516	821	210
A0A8H4YPP2_Fusarium	A0A8H4YPP2	48485	Fusarium anthophilum	ascomycota	ingroup	PIF1	307	516	821	210
A0A8H5J614_Fusarium	A0A8H5J614	42672	Fusarium napiforme	ascomycota	ingroup	PIF1	306	515	820	210
A0A8H5UR89_Fusarium	A0A8H5UR89	56676	Fusarium pseudocircinatum	ascomycota	ingroup	PIF1	306	515	820	210
A0A8H6KXX6_Colletotrichum	A0A8H6KXX6	2175906	Colletotrichum plurivorum	ascomycota	ingroup	PIF1	372	581	892	210
A0A8H8RV52_Lachnellula	A0A8H8RV52	215460	Lachnellula occidentalis	ascomycota	ingroup	pif1	356	566	879	211
A0A8J2TAJ9_Zygosaccharomyces	A0A8J2TAJ9	1333698	Zygosaccharomyces bailii (strain CLIB 213 / ATCC 58445 / CBS 680 / BCRC 21525 / NBRC 1098 / NCYC 1416 / NRRL Y-2227)	ascomycota	ingroup	PIF1	254	460	874	207
A0A8T9B5J8_Lachnellula	A0A8T9B5J8	1316785	Lachnellula arida	ascomycota	ingroup	pif1	360	570	883	211
A0A9P0QU44_Kurtzmaniella	A0A9P0QU44	45579	[Candida] railenensis	ascomycota	ingroup	PIF1	211	417	714	207
A0A9P3CP80_Cercospora	A0A9P3CP80	84275	Cercospora kikuchii	ascomycota	ingroup	PIF1	417	624	928	208
A0A9P6VJM9_Hyphodiscus	A0A9P6VJM9	353542	Hyphodiscus hymeniophilus	ascomycota	ingroup	PIF1	354	564	873	211
A0A9P8Q4R9_Wickerhamomyces	A0A9P8Q4R9	599730	Wickerhamomyces pijperi (Yeast) (Pichia pijperi)	ascomycota	ingroup	PIF1	196	401	687	206
A0A9Q8SIE6_Colletotrichum	A0A9Q8SIE6	145971	Colletotrichum lupini	ascomycota	ingroup	PIF1	395	604	923	210
A0A9Q9EGB7_Septoria	A0A9Q9EGB7	215465	Septoria linicola	ascomycota	ingroup	PIF1	336	543	852	208
A0A9W4UE87_Periconia	A0A9W4UE87	1303443	Periconia digitata	ascomycota	ingroup	PIF1	368	573	854	206
A0AA35J0E4_Saccharomyces	A0AA35J0E4	226126	Saccharomyces mikatae IFO 1815	ascomycota	ingroup	SMKI08G0740	231	438	723	208
A0AAD4IFY3_Alternaria	A0AAD4IFY3	48097	Alternaria panax	ascomycota	ingroup	PIF1	294	501	783	208
A0AAD5BBM1_Candida	A0AAD5BBM1	1198502	Candida theae	ascomycota	ingroup	PIF1	378	591	892	214
A0AAD6GIB4_Penicillium	A0AAD6GIB4	3151616	Penicillium frequentans	ascomycota	ingroup	PIF1	278	474	768	197
A0AAD9AKZ3_Colletotrichum	A0AAD9AKZ3	1836956	Colletotrichum chrysophilum	ascomycota	ingroup	PIF1	372	581	897	210
A0AAD9Y213_Colletotrichum	A0AAD9Y213	34407	Colletotrichum kahawae (Coffee berry disease fungus)	ascomycota	ingroup	PIF1	362	571	886	210
A0AAE9W8S9_Schizosaccharomyces	A0AAE9W8S9	2545709	Schizosaccharomyces osmophilus	ascomycota	ingroup	pfh1	296	503	788	208
A0AAI9TIH2_Penicillium	A0AAI9TIH2	293382	Penicillium thymicola	ascomycota	ingroup	PIF1	198	406	681	209
A0AAV5QDJ4_Saccharomycopsis	A0AAV5QDJ4	43959	Saccharomycopsis crataegensis	ascomycota	ingroup	PIF1	176	385	682	210
A0AAV5QKF6_Saccharomycopsis	A0AAV5QKF6	43959	Saccharomycopsis crataegensis	ascomycota	ingroup	PIF1	396	610	985	215
A0AAX4HF17_Australozyma	A0AAX4HF17	291208	Australozyma saopauloensis	ascomycota	ingroup	PIF1	173	376	674	204
A0AB34G0U3_Purpureocillium	A0AB34G0U3	1247861	Purpureocillium lavendulum	ascomycota	ingroup	PIF1	980	1189	1502	210
A0ABP2EZZ6_Blastomyces	A0ABP2EZZ6	559297	Ajellomyces dermatitidis (strain ER-3 / ATCC MYA-2586) (Blastomyces dermatitidis)	ascomycota	ingroup	PIF1	257	463	798	207
A0ABQ7RSC4_Ogataea	A0ABQ7RSC4	870730	Pichia angusta (Yeast) (Hansenula polymorpha)	ascomycota	ingroup	PIF1	253	458	825	206
A0ABQ9SFB4_Colletotrichum	A0ABQ9SFB4	1914294	Colletotrichum paranaense	ascomycota	ingroup	PIF1	306	515	834	210
A0ABR0HK82_Podospora	A0ABR0HK82	2609844	Podospora pseudoanserina	ascomycota	ingroup	PIF1	382	589	895	208
A0ABR0TKY5_Aureobasidium	A0ABR0TKY5	5580	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	ascomycota	ingroup	PIF1	423	630	933	208
A0ABR1PTT1_Apiospora	A0ABR1PTT1	335848	Apiospora aurea	ascomycota	ingroup	PIF1	371	579	877	209
A0ABR1RLE4_Apiospora	A0ABR1RLE4	335849	Apiospora marii	ascomycota	ingroup	PIF1	309	517	817	209
A0ABR1VZW9_Apiospora	A0ABR1VZW9	2905665	Apiospora phragmitis	ascomycota	ingroup	PIF1	289	497	772	209
A0ABR3DMS4_Neurospora	A0ABR3DMS4	5142	Neurospora intermedia	ascomycota	ingroup	PIF1	413	624	928	212
A0ABR3Y3X8_Phialemonium	A0ABR3Y3X8	223376	Phialemonium thermophilum	ascomycota	ingroup	PIF1	303	512	805	210
A0ABR4P0R8_Nakaseomyces	A0ABR4P0R8	273131	Nakaseomyces bracarensis	ascomycota	ingroup	RRM3	190	396	692	207
A0ABX6EXJ8_Kluyveromyces	A0ABX6EXJ8	4911	Kluyveromyces marxianus (Yeast) (Candida kefyr)	ascomycota	ingroup	PIF1	238	444	852	207
A0ABX6F0Q7_Kluyveromyces	A0ABX6F0Q7	4911	Kluyveromyces marxianus (Yeast) (Candida kefyr)	ascomycota	ingroup	RRM3	201	408	703	208
A0ABX8I2X5_Candidozyma	A0ABX8I2X5	45357	Candidozyma haemuli	ascomycota	ingroup	PIF1	166	369	2755	204
A0ABX8I4W3_Candidozyma	A0ABX8I4W3	45357	Candidozyma haemuli	ascomycota	ingroup	PIF1	209	424	791	216
A2R3M6_Aspergillus	A2R3M6	425011	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	ascomycota	ingroup	PIF1	286	494	800	209
C4JUZ0_Uncinocarpus	C4JUZ0	336963	Uncinocarpus reesii (strain UAMH 1704) (Gymnoascus siglerae)	ascomycota	ingroup	PIF1	180	346	1465	167
D4B4E8_Trichophyton	D4B4E8	663331	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	ascomycota	ingroup	PIF1	256	462	780	207
D4DAK6_Trichophyton	D4DAK6	663202	Trichophyton verrucosum (strain HKI 0517)	ascomycota	ingroup	PIF1	256	462	780	207
F2PR25_Trichophyton	F2PR25	559882	Trichophyton equinum (strain ATCC MYA-4606 / CBS 127.97) (Horse ringworm fungus)	ascomycota	ingroup	PIF1	294	497	794	204
F2S1K4_Trichophyton	F2S1K4	647933	Trichophyton tonsurans (strain CBS 112818) (Scalp ringworm fungus)	ascomycota	ingroup	PIF1	255	458	753	204
G0S6L7_Thermochaetoides	G0S6L7	759272	Thermochaetoides thermophila (strain DSM 1495 / CBS 144.50 / DAOM 24625 / IMI 039719) (Chaetomium thermophilum)	ascomycota	ingroup	PIF1	300	509	809	210
G1WZ06_Orbilia	G1WZ06	756982	Arthrobotrys oligospora (strain ATCC 24927 / CBS 115.81 / DSM 1491) (Nematode-trapping fungus) (Didymozoophaga oligospora)	ascomycota	ingroup	PIF1	432	636	947	205
I2H165_Henningerozyma	I2H165	1071380	Henningerozyma blattae (strain ATCC 34711 / CBS 6284 / DSM 70876 / NBRC 10599 / NRRL Y-10934 / UCD 77-7) (Yeast) (Tetrapisispora blattae)	ascomycota	ingroup	TBLA0C03130	221	430	717	210
K0KM86_Wickerhamomyces	K0KM86	1206466	Wickerhamomyces ciferrii (strain ATCC 14091 / BCRC 22168 / CBS 111 / JCM 3599 / NBRC 0793 / NRRL Y-1031 F-60-10) (Yeast) (Pichia ciferrii)	ascomycota	ingroup	PIF1	422	628	1022	207
K3UQF6_Fusarium	K3UQF6	1028729	Fusarium pseudograminearum (strain CS3096) (Wheat and barley crown-rot fungus)	ascomycota	ingroup	PIF1	307	516	821	210
N1RU73_Fusarium	N1RU73	2502994	Fusarium oxysporum f. sp. cubense (strain race 4) (Panama disease fungus)	ascomycota	ingroup	PIF1	306	515	820	210
R4XBB5_Taphrina	R4XBB5	1097556	Taphrina deformans (strain PYCC 5710 / ATCC 11124 / CBS 356.35 / IMI 108563 / JCM 9778 / NBRC 8474) (Peach leaf curl fungus) (Lalaria deformans)	ascomycota	ingroup	PIF1	282	485	821	204
S7ZUF7_Penicillium	S7ZUF7	933388	Penicillium oxalicum (strain 114-2 / CGMCC 5302) (Penicillium decumbens)	ascomycota	ingroup	PIF1	237	445	727	209
U1GI40_Endocarpon	U1GI40	1263415	Endocarpon pusillum (strain Z07020 / HMAS-L-300199) (Lichen-forming fungus)	ascomycota	ingroup	PIF1	215	421	732	207
W6MM08_Kuraishia	W6MM08	1382522	Kuraishia capsulata CBS 1993	ascomycota	ingroup	PIF1	200	402	693	203
W7HWQ6_Drechslerella	W7HWQ6	1043628	Drechslerella stenobrocha 248	ascomycota	ingroup	PIF1	183	387	694	205
A0A086SVX6_Hapsidospora	A0A086SVX6	857340	Hapsidospora chrysogenum (strain ATCC 11550 / CBS 779.69 / DSM 880 / IAM 14645 / JCM 23072 / IMI 49137) (Acremonium chrysogenum)	ascomycota	ingroup	PIF1	289	497	792	209
A0A090CWN8_Podospora	A0A090CWN8	515849	Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina)	ascomycota	ingroup	PIF1	317	524	835	208
A0A0A2KQC3_Penicillium	A0A0A2KQC3	27334	Penicillium expansum (Blue mold rot fungus)	ascomycota	ingroup	PIF1	227	435	720	209
A0A0D9NSG7_Metarhizium	A0A0D9NSG7	1291518	Metarhizium anisopliae BRIP 53293	ascomycota	ingroup	PIF1	299	507	813	209
A0A0F4YPA8_Rasamsonia	A0A0F4YPA8	1408163	Rasamsonia emersonii (strain ATCC 16479 / CBS 393.64 / IMI 116815)	ascomycota	ingroup	PIF1	193	401	709	209
A0A0F4ZHF8_Thielaviopsis	A0A0F4ZHF8	72032	Thielaviopsis punctulata	ascomycota	ingroup	PIF1	213	421	697	209
A0A0G4KXU7_Verticillium	A0A0G4KXU7	100787	Verticillium longisporum (Verticillium dahliae var. longisporum)	ascomycota	ingroup	PIF1	337	547	876	211
A0A0M9VTS8_Escovopsis	A0A0M9VTS8	150374	Escovopsis weberi	ascomycota	ingroup	PIF1	328	537	839	210
A0A0N0DEY4_Fusarium	A0A0N0DEY4	179993	Fusarium langsethiae	ascomycota	ingroup	PIF1	307	516	822	210
A0A0P7BBB4_Neonectria	A0A0P7BBB4	78410	Neonectria ditissima	ascomycota	ingroup	PIF1	309	517	827	209
A0A135LFH1_Penicillium	A0A135LFH1	5078	Penicillium patulum (Penicillium griseofulvum)	ascomycota	ingroup	PIF1	226	434	719	209
A0A139HGG1_Pseudocercospora	A0A139HGG1	321146	Pseudocercospora eumusae	ascomycota	ingroup	PIF1	362	569	858	208
A0A139IDY3_Pseudocercospora	A0A139IDY3	113226	Pseudocercospora musae	ascomycota	ingroup	PIF1	406	613	921	208
A0A151GWK7_Drechmeria	A0A151GWK7	98403	Drechmeria coniospora (Nematophagous fungus) (Meria coniospora)	ascomycota	ingroup	PIF1	347	557	878	211
A0A166NVT2_Colletotrichum	A0A166NVT2	708197	Colletotrichum tofieldiae	ascomycota	ingroup	PIF1	319	528	844	210
A0A166U4T1_Moelleriella	A0A166U4T1	1081109	Moelleriella libera RCEF 2490	ascomycota	ingroup	PIF1	986	1195	1499	210
A0A168C8M9_Ascosphaera	A0A168C8M9	392613	Ascosphaera apis ARSEF 7405	ascomycota	ingroup	PIF1	335	546	957	212
A0A1C1C9U7_Cladophialophora	A0A1C1C9U7	86049	Cladophialophora carrionii	ascomycota	ingroup	pif1	246	453	763	208
A0A1E5R8N0_Hanseniaspora	A0A1E5R8N0	211096	Hanseniaspora opuntiae	ascomycota	ingroup	PIF1	263	467	759	205
A0A1G4KDP5_Lachancea	A0A1G4KDP5	1230905	Lachancea mirantina	ascomycota	ingroup	PIF1	224	430	814	207
A0A1G4KMC5_Lachancea	A0A1G4KMC5	1266666	Lachancea nothofagi CBS 11611	ascomycota	ingroup	RRM3	179	388	677	210
A0A1J9QQT4_Diplodia	A0A1J9QQT4	236234	Diplodia corticola	ascomycota	ingroup	PIF1	142	351	618	210
A0A1J9S2U9_Diplodia	A0A1J9S2U9	236234	Diplodia corticola	ascomycota	ingroup	PIF1	347	553	859	207
A0A1L0BTK2_Sungouiella	A0A1L0BTK2	45354	Sungouiella intermedia	ascomycota	ingroup	PIF1	172	375	667	204
A0A1Q2YI20_Pichia	A0A1Q2YI20	4926	Pichia membranifaciens	ascomycota	ingroup	PIF1	226	430	908	205
A0A1Q8RAQ6_Colletotrichum	A0A1Q8RAQ6	708187	Colletotrichum chlorophyti	ascomycota	ingroup	PIF1	319	528	842	210
A0A1T3CVP8_Trichoderma	A0A1T3CVP8	1491466	Trichoderma guizhouense	ascomycota	ingroup	PIF1	335	544	840	210
A0A1V6QBT2_Penicillium	A0A1V6QBT2	416450	Penicillium antarcticum	ascomycota	ingroup	PIF1	221	428	716	208
A0A1V6RMZ5_Penicillium	A0A1V6RMZ5	60172	Penicillium solitum	ascomycota	ingroup	PIF1	225	433	718	209
A0A1V6RZK0_Penicillium	A0A1V6RZK0	29845	Penicillium vulpinum	ascomycota	ingroup	PIF1	269	477	762	209
A0A1V6V0V5_Penicillium	A0A1V6V0V5	36646	Penicillium coprophilum	ascomycota	ingroup	PIF1	225	430	715	206
A0A1V6Z3Y5_Penicillium	A0A1V6Z3Y5	60175	Penicillium nalgiovense	ascomycota	ingroup	PIF1	270	478	763	209
A0A1X7RKD9_Zymoseptoria	A0A1X7RKD9	1276538	Zymoseptoria tritici (strain ST99CH_3D7)	ascomycota	ingroup	PIF1	327	534	833	208
A0A1Y2M700_Epicoccum	A0A1Y2M700	105696	Epicoccum nigrum (Soil fungus) (Epicoccum purpurascens)	ascomycota	ingroup	PIF1	306	512	802	207
A0A2C5XF89_Ophiocordyceps	A0A2C5XF89	1399860	Ophiocordyceps australis	ascomycota	ingroup	PIF1	308	517	830	210
A0A2K0WHU4_Fusarium	A0A2K0WHU4	42673	Gibberella nygamai (Bean root rot disease fungus) (Fusarium nygamai)	ascomycota	ingroup	PIF1	307	516	821	210
A0A2K3Q965_Tolypocladium	A0A2K3Q965	45235	Tolypocladium capitatum	ascomycota	ingroup	PIF1	340	549	1851	210
A0A2P6FGS0_Pseudogymnoascus	A0A2P6FGS0	342668	Pseudogymnoascus verrucosus	ascomycota	ingroup	PIF1	451	658	974	208
A0A2T4GQX9_Fusarium	A0A2T4GQX9	5516	Fusarium culmorum	ascomycota	ingroup	PIF1	342	551	856	210
A0A2U3EBL3_Purpureocillium	A0A2U3EBL3	33203	Purpureocillium lilacinum (Paecilomyces lilacinus)	ascomycota	ingroup	PIF1	439	648	1123	210
A0A2V1AQV1_Candidozyma	A0A2V1AQV1	45357	Candidozyma haemuli	ascomycota	ingroup	PIF1	172	375	1266	204
A0A367YAA9_Candida	A0A367YAA9	5486	Candida viswanathii	ascomycota	ingroup	RRM3_1	127	328	609	202
A0A367YJV1_Candida	A0A367YJV1	5486	Candida viswanathii	ascomycota	ingroup	RRM3_0	127	328	609	202
A0A367YKM2_Candida	A0A367YKM2	5486	Candida viswanathii	ascomycota	ingroup	PIF1_0	254	463	749	210
A0A395NCI1_Trichoderma	A0A395NCI1	490622	Trichoderma arundinaceum	ascomycota	ingroup	PIF1	335	544	840	210
A0A423XFI1_Cytospora	A0A423XFI1	1230097	Cytospora leucostoma	ascomycota	ingroup	PIF1	259	467	766	209
A0A423XK23_Cytospora	A0A423XK23	1230097	Cytospora leucostoma	ascomycota	ingroup	PIF1	70	278	501	209
A0A9W8UIP0_Akanthomyces	A0A9W8UIP0	2231603	Akanthomyces muscarius (Entomopathogenic fungus) (Lecanicillium muscarium)	ascomycota	ingroup	PIF1	318	526	803	209
A0A9W9RAK9_Penicillium	A0A9W9RAK9	293559	Penicillium concentricum	ascomycota	ingroup	PIF1	268	476	761	209
A0A9W9XR84_Penicillium	A0A9W9XR84	1882269	Penicillium fimorum	ascomycota	ingroup	PIF1	269	477	762	209
A0AA35NL61_Saccharomyces	A0AA35NL61	226230	Saccharomyces kudriavzevii (strain ATCC MYA-4449 / AS 2.2408 / CBS 8840 / NBRC 1802 / NCYC 2889) (Yeast)	ascomycota	ingroup	SKDI13G0780	236	442	857	207
A0AA38VV67_Coniochaeta	A0AA38VV67	91930	Coniochaeta hoffmannii	ascomycota	ingroup	PIF1	313	521	825	209
A0AA39L6U6_Sarocladium	A0AA39L6U6	5046	Sarocladium strictum (Black bundle disease fungus) (Acremonium strictum)	ascomycota	ingroup	PIF1	344	553	866	210
A0AAD5RWL4_Zalerion	A0AAD5RWL4	339359	Zalerion maritima	ascomycota	ingroup	PIF1	381	591	919	211
A0AAD6H8K2_Penicillium	A0AAD6H8K2	40994	Penicillium hordei	ascomycota	ingroup	PIF1	225	433	718	209
A0AAD6MU90_Penicillium	A0AAD6MU90	1324776	Penicillium malachiteum	ascomycota	ingroup	PIF1	264	472	766	209
A0AAD9I3P7_Phyllachora	A0AAD9I3P7	1825666	Phyllachora maydis	ascomycota	ingroup	PIF1	24	233	562	210
A0AAE8SVQ8_Cephalotrichum	A0AAE8SVQ8	2041049	Cephalotrichum gorgonifer	ascomycota	ingroup	PIF1	331	539	854	209
A0AAI8YJ59_Anthostomella	A0AAI8YJ59	933095	Anthostomella pinea	ascomycota	ingroup	PIF1	354	562	879	209
