batch,order,job_name,accession,construct,range,full_len,model_len,n_subst,group,organism
3,229,recq_A0A250WYM3,A0A250WYM3,full,1-1059,1059,1059,0,euk,Chlamydomonas eustigma
3,230,recq_A0A1T5J490,A0A1T5J490,full,1-727,727,727,0,bac,Maledivibacter halophilus
3,231,recq_A0A261Y0B2,A0A261Y0B2,full,1-1442,1442,1442,0,euk,Bifiguratus adelaidae
3,232,recq_A0A1U7HHK2,A0A1U7HHK2,full,1-708,708,708,0,bac,Hydrococcus rivularis NIES-593
3,233,recq_A0A267E418,A0A267E418,full,1-1275,1275,1275,0,euk,Macrostomum lignano
3,234,recq_A0A1U9NH39,A0A1U9NH39,full,1-609,609,609,0,bac,Anaerohalosphaera lusitana
3,235,recq_A0A286UV78,A0A286UV78,full,1-1227,1227,1227,0,euk,Pyrrhoderma noxium
3,236,recq_A0A1Y0I7P6,A0A1Y0I7P6,full,1-607,607,607,0,bac,Oleiphilus messinensis
3,237,recq_A0A2G2W8Q4,A0A2G2W8Q4,full,1-1243,1243,1243,0,euk,Capsicum baccatum (Peruvian pepper)
3,238,recq_A0A1Y1CHA2,A0A1Y1CHA2,full,1-725,725,725,0,bac,Labilibaculum antarcticum
3,239,recq_A0A2G5DBM6,A0A2G5DBM6,full,1-1231,1231,1231,0,euk,Aquilegia coerulea (Rocky mountain columbine)
3,240,recq_A0A1Y1SA27,A0A1Y1SA27,full,1-609,609,609,0,bac,Oceanococcus atlanticus
3,241,recq_A0A2G9G3H1,A0A2G9G3H1,full,1-1035,1035,1035,0,euk,Handroanthus impetiginosus
3,242,recq_A0A1Y2K045,A0A1Y2K045,full,1-623,623,623,0,bac,Magnetofaba australis IT-1
3,243,recq_A0A2H5QE02,A0A2H5QE02,full,1-1174,1174,1174,0,euk,Citrus unshiu (Satsuma mandarin) (Citrus nobilis var. unshiu)
3,244,recq_A0A1Y3XTT9,A0A1Y3XTT9,full,1-697,697,697,0,bac,[Collinsella] massiliensis
3,245,recq_A0A2I1HK74,A0A2I1HK74,full,1-539,539,539,0,euk,Rhizophagus irregularis
3,246,recq_A0A1Y6B6C5,A0A1Y6B6C5,full,1-631,631,631,0,bac,Tistlia consotensis USBA 355
3,247,recq_A0A2I3HQW0,A0A2I3HQW0,full,1-1433,1433,1433,0,euk,Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)
3,248,recq_A0A1Z3HP71,A0A1Z3HP71,full,1-757,757,757,0,bac,Halomicronema hongdechloris C2206
3,249,recq_A0A2J6QFJ3,A0A2J6QFJ3,full,1-1757,1757,1757,0,euk,Hyaloscypha hepaticicola
3,250,recq_A0A1Z4JK93,A0A1Z4JK93,full,1-793,793,793,0,bac,Leptolyngbya boryana NIES-2135
3,251,recq_A0A2K5FA03,A0A2K5FA03,full,1-1415,1415,1415,0,euk,Aotus nancymaae (Ma's night monkey)
3,252,recq_A0A1Z4V0W8,A0A1Z4V0W8,full,1-729,729,729,0,bac,Dolichospermum compactum NIES-806
3,253,recq_A0A2K6C0M9,A0A2K6C0M9,full,1-1432,1432,1432,0,euk,Macaca nemestrina (Pig-tailed macaque)
3,254,recq_A0A1Z5IB58,A0A1Z5IB58,full,1-611,611,611,0,bac,Secundilactobacillus mixtipabuli
3,255,recq_A0A2K6EEU1,A0A2K6EEU1,full,1-1352,1352,1352,0,euk,Propithecus coquereli (Coquerel's sifaka) (Propithecus verreauxi coquereli)
3,256,recq_A0A212QQJ6,A0A212QQJ6,full,1-602,602,602,0,bac,Arboricoccus pini
3,257,recq_A0A2P5G2G0,A0A2P5G2G0,full,1-1227,1227,1227,0,euk,Trema orientale (Charcoal tree) (Celtis orientalis)
3,258,recq_A0A221T3A4,A0A221T3A4,full,1-918,918,918,0,bac,Deinococcus ficus
3,259,recq_A0A2P6FGX6,A0A2P6FGX6,full,1-1827,1827,1827,0,euk,Pseudogymnoascus verrucosus
3,260,recq_A0A222G8Z2,A0A222G8Z2,full,1-643,643,643,0,bac,Cognaticolwellia beringensis
3,261,recq_A0A2P6MV93,A0A2P6MV93,full,1-1190,1190,1190,0,euk,Planoprotostelium fungivorum
3,262,recq_A0A222P3A2,A0A222P3A2,full,1-639,639,639,0,bac,Legionella clemsonensis
3,263,recq_A0A2P8A0H5,A0A2P8A0H5,full,1-1651,1651,1651,0,euk,Elsinoe australis
3,264,recq_A0A225DBC6,A0A225DBC6,full,1-747,747,747,0,bac,Fimbriiglobus ruber
3,265,recq_A0A2R5GB67,A0A2R5GB67,full,1-1156,1156,1156,0,euk,Hondaea fermentalgiana
3,266,recq_A0A235F601,A0A235F601,full,1-710,710,710,0,bac,Fictibacillus aquaticus
3,267,recq_A0A2R6Q6I3,A0A2R6Q6I3,full,1-1227,1227,1227,0,euk,Actinidia chinensis var. chinensis (Chinese soft-hair kiwi)
3,268,recq_A0A239FM01,A0A239FM01,full,1-746,746,746,0,bac,Ekhidna lutea
3,269,recq_A0A2R6RLK1,A0A2R6RLK1,full,1-1212,1212,1212,0,euk,Hermanssonia centrifuga
3,270,recq_A0A251X9U2,A0A251X9U2,full,1-609,609,609,0,bac,Thioflexithrix psekupsensis
3,271,recq_A0A2S5B5H4,A0A2S5B5H4,full,1-1047,1047,1047,0,euk,Rhodotorula taiwanensis
3,272,recq_A0A259U183,A0A259U183,full,1-733,733,733,0,bac,Rubricoccus marinus
3,273,recq_A0A2T2NB03,A0A2T2NB03,full,1-1761,1761,1761,0,euk,Corynespora cassiicola Philippines
3,274,recq_A0A285H271,A0A285H271,full,1-798,798,798,0,bac,Orenia metallireducens
3,275,recq_A0A2T2ZT25,A0A2T2ZT25,full,1-1853,1853,1853,0,euk,Coniella lustricola
3,276,recq_A0A285UIF3,A0A285UIF3,full,1-721,721,721,0,bac,Ureibacillus acetophenoni
3,277,recq_A0A2T3BF66,A0A2T3BF66,full,1-1793,1793,1793,0,euk,Amorphotheca resinae ATCC 22711
3,278,recq_A0A285UW07,A0A285UW07,full,1-606,606,606,0,bac,Salinicoccus kekensis
3,279,recq_A0A2T7F1P4,A0A2T7F1P4,full,1-1221,1221,1221,0,euk,Panicum hallii var. hallii
3,280,recq_A0A285ZTE1,A0A285ZTE1,full,1-747,747,747,0,bac,Pedobacter xixiisoli
3,281,recq_A0A2T7PWK2,A0A2T7PWK2,full,1-1159,1159,1159,0,euk,Pomacea canaliculata (Golden apple snail)
3,282,recq_A0A286U1U6,A0A286U1U6,full,1-717,717,717,0,bac,Candidatus Scalindua japonica
3,283,recq_A0A2T9YMA4,A0A2T9YMA4,full,1-1076,1076,1076,0,euk,Furculomyces boomerangus
3,284,recq_A0A290QFV6,A0A290QFV6,full,1-660,660,660,0,bac,Nibricoccus aquaticus
3,285,recq_A0A2Y9EUT6,A0A2Y9EUT6,full,1-1431,1431,1431,0,euk,Physeter macrocephalus (Sperm whale) (Physeter catodon)
3,286,recq_A0A2A2TC27,A0A2A2TC27,full,1-720,720,720,0,bac,Brunnivagina elsteri CCALA 953
3,287,recq_A0A2Z7AMM9,A0A2Z7AMM9,full,1-1138,1138,1138,0,euk,Dorcoceras hygrometricum
3,288,recq_A0A2A5S5G9,A0A2A5S5G9,full,1-601,601,601,0,bac,Pseudolactococcus piscium
3,289,recq_A0A316UNJ2,A0A316UNJ2,full,1-1213,1213,1213,0,euk,Jaminaea rosea
3,290,recq_A0A2D0AXL0,A0A2D0AXL0,full,1-714,714,714,0,bac,Halomonas campaniensis
3,291,recq_A0A316YTU9,A0A316YTU9,full,1-1003,1003,1003,0,euk,Acaromyces ingoldii
3,292,recq_A0A2G4YLP4,A0A2G4YLP4,full,1-610,610,610,0,bac,Paremcibacter congregatus
3,293,recq_A0A368GYQ0,A0A368GYQ0,full,1-1122,1122,1122,0,euk,Ancylostoma caninum (Dog hookworm)
3,294,recq_A0A2H3LBU9,A0A2H3LBU9,full,1-923,923,923,0,bac,Candidatus Chloroploca asiatica
3,295,recq_A0A369JLT1,A0A369JLT1,full,1-1187,1187,1187,0,euk,Hypsizygus marmoreus (White beech mushroom) (Agaricus marmoreus)
3,296,recq_A0A2H6LK08,A0A2H6LK08,full,1-733,733,733,0,bac,Nostoc cycadae WK-1
3,297,recq_A0A370TMI0,A0A370TMI0,full,1-1798,1798,1798,0,euk,Venustampulla echinocandica
3,298,recq_A0A2K9LLV7,A0A2K9LLV7,full,1-600,600,600,0,bac,Ketobacter alkanivorans
3,299,recq_A0A3D8RJ47,A0A3D8RJ47,full,1-1782,1782,1782,0,euk,Coleophoma crateriformis
4,300,recq_A0A2K9NPR6,A0A2K9NPR6,full,1-604,604,604,0,bac,Bacteriovorax stolpii (Bdellovibrio stolpii)
4,301,recq_A0A3L8S0J4,A0A3L8S0J4,full,1-1154,1154,1154,0,euk,Chloebia gouldiae (Gouldian finch) (Erythrura gouldiae)
4,302,recq_A0A2K9P3A5,A0A2K9P3A5,full,1-609,609,609,0,bac,Monoglobus pectinilyticus
4,303,recq_A0A3N4HU45,A0A3N4HU45,full,1-1667,1667,1667,0,euk,Ascobolus immersus RN42
4,304,recq_A0A2L2XFV9,A0A2L2XFV9,full,1-827,827,827,0,bac,Desulfocucumis palustris
4,305,recq_A0A3N4KGA8,A0A3N4KGA8,full,1-1791,1791,1791,0,euk,Morchella conica CCBAS932
4,306,recq_A0A2N3IHP7,A0A2N3IHP7,full,1-731,731,731,0,bac,Raineya orbicola
4,307,recq_A0A3N4M1V1,A0A3N4M1V1,full,1-1861,1861,1861,0,euk,Terfezia boudieri ATCC MYA-4762
4,308,recq_A0A2N6K3U4,A0A2N6K3U4,full,1-719,719,719,0,bac,Fischerella muscicola CCMEE 5323
4,309,recq_A0A3P6H7J7,A0A3P6H7J7,full,1-1174,1174,1174,0,euk,Mesocestoides corti (Flatworm)
4,310,recq_A0A2P2E9Q6,A0A2P2E9Q6,full,1-621,621,621,0,bac,Candidatus Phycosocius bacilliformis
4,311,recq_A0A3P7DL67,A0A3P7DL67,full,1-2471,2471,2471,0,euk,Wuchereria bancrofti
4,312,recq_A0A2P7N1Z4,A0A2P7N1Z4,full,1-621,621,621,0,bac,Cyanobium usitatum str. Tous
4,313,recq_A0A3P7M6E0,A0A3P7M6E0,full,1-600,600,600,0,euk,Gongylonema pulchrum
4,314,recq_A0A2P7QFF5,A0A2P7QFF5,full,1-595,595,595,0,bac,Allosphingosinicella deserti
4,315,recq_A0A3P7PZT4,A0A3P7PZT4,full,1-734,734,734,0,euk,Dracunculus medinensis (Guinea worm)
4,316,recq_A0A2S0P709,A0A2S0P709,full,1-608,608,608,0,bac,Microvirgula aerodenitrificans
4,317,recq_A0A3Q3DXJ1,A0A3Q3DXJ1,full,1-966,966,966,0,euk,Hippocampus comes (Tiger tail seahorse)
4,318,recq_A0A2S6I9X4,A0A2S6I9X4,full,1-739,739,739,0,bac,Neolewinella xylanilytica
4,319,recq_A0A3R7MBR0,A0A3R7MBR0,full,1-1117,1117,1117,0,euk,Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei)
4,320,recq_A0A2S6N4S9,A0A2S6N4S9,full,1-606,606,606,0,bac,Rhodoblastus sphagnicola
4,321,recq_A0A401GK72,A0A401GK72,full,1-1149,1149,1149,0,euk,Sparassis crispa
4,322,recq_A0A2S7U294,A0A2S7U294,full,1-730,730,730,0,bac,Rubritalea profundi
4,323,recq_A0A401P617,A0A401P617,full,1-1070,1070,1070,0,euk,Scyliorhinus torazame (Cloudy catshark) (Catulus torazame)
4,324,recq_A0A2S8B147,A0A2S8B147,full,1-596,596,596,0,bac,Sphingopyxis lindanitolerans
4,325,recq_A0A409V955,A0A409V955,full,1-1044,1044,1044,0,euk,Panaeolus cyanescens
4,326,recq_A0A2S8SS64,A0A2S8SS64,full,1-731,731,731,0,bac,Abditibacterium utsteinense
4,327,recq_A0A409VKU1,A0A409VKU1,full,1-1059,1059,1059,0,euk,Gymnopilus dilepis
4,328,recq_A0A2T0K7F4,A0A2T0K7F4,full,1-833,833,833,0,bac,Actinoplanes italicus
4,329,recq_A0A423W9F8,A0A423W9F8,full,1-1668,1668,1668,0,euk,Cytospora schulzeri
4,330,recq_A0A2T0QEH6,A0A2T0QEH6,full,1-620,620,620,0,bac,Allonocardiopsis opalescens
4,331,recq_A0A443P3B5,A0A443P3B5,full,1-1169,1169,1169,0,euk,Cinnamomum micranthum f. kanehirae
4,332,recq_A0A2T1HPP3,A0A2T1HPP3,full,1-609,609,609,0,bac,Alsobacter soli
4,333,recq_A0A484MLE7,A0A484MLE7,full,1-1195,1195,1195,0,euk,Cuscuta campestris
4,334,recq_A0A2T4I8M9,A0A2T4I8M9,full,1-589,589,589,0,bac,Edaphosphingomonas fennica
4,335,recq_A0A4D9DGB0,A0A4D9DGB0,full,1-1147,1147,1147,0,euk,Nannochloropsis salina CCMP1776
4,336,recq_A0A2T4TXS8,A0A2T4TXS8,full,1-612,612,612,0,bac,Candidatus Methylomirabilis limnetica
4,337,recq_A0A4E0RFP9,A0A4E0RFP9,full,1-1079,1079,1079,0,euk,Fasciola hepatica (Liver fluke)
4,338,recq_A0A2T5IB84,A0A2T5IB84,full,1-732,732,732,0,bac,Trichococcus patagoniensis
4,339,recq_A0A4P9X9H9,A0A4P9X9H9,full,1-530,530,530,0,euk,Caulochytrium protostelioides
4,340,recq_A0A2U2AG72,A0A2U2AG72,full,1-609,609,609,0,bac,Ignatzschineria ureiclastica
4,341,recq_A0A4Q1BVK0,A0A4Q1BVK0,full,1-1246,1246,1246,0,euk,Tremella mesenterica (Jelly fungus)
4,342,recq_A0A2V3V4Y2,A0A2V3V4Y2,full,1-589,589,589,0,bac,Blastomonas natatoria
4,343,recq_A0A4Q4STP6,A0A4Q4STP6,full,1-1776,1776,1776,0,euk,Monosporascus ibericus
4,344,recq_A0A2V4EST3,A0A2V4EST3,full,1-609,609,609,0,bac,Gilliamella apicola
4,345,recq_A0A4Q9LSC1,A0A4Q9LSC1,full,1-830,830,830,0,euk,Hamiltosporidium tvaerminnensis
4,346,recq_A0A2W1JHV8,A0A2W1JHV8,full,1-741,741,741,0,bac,Acaryochloris thomasi RCC1774
4,347,recq_A0A4S2MHN7,A0A4S2MHN7,full,1-1310,1310,1310,0,euk,Ascodesmis nigricans
4,348,recq_A0A2W1NQ56,A0A2W1NQ56,full,1-731,731,731,0,bac,Putridiphycobacter roseus
4,349,recq_A0A4S4CXT3,A0A4S4CXT3,full,1-1244,1244,1244,0,euk,Camellia sinensis var. sinensis (China tea)
4,350,recq_A0A2W2CA50,A0A2W2CA50,full,1-626,626,626,0,bac,Aestuariivirga litoralis
4,351,recq_A0A4V1IWM7,A0A4V1IWM7,full,1-563,563,563,0,euk,Thamnocephalis sphaerospora
4,352,recq_A0A2Z2NNV3,A0A2Z2NNV3,full,1-609,609,609,0,bac,Granulosicoccus antarcticus IMCC3135
4,353,recq_A0A4V3XHR9,A0A4V3XHR9,full,1-943,943,943,0,euk,Antrodiella citrinella
4,354,recq_A0A2Z4FJA8,A0A2Z4FJA8,full,1-752,752,752,0,bac,Bradymonas sediminis
4,355,recq_A0A4V6ANN0,A0A4V6ANN0,full,1-1250,1250,1250,0,euk,Collichthys lucidus (Big head croaker) (Sciaena lucida)
4,356,recq_A0A316FQ60,A0A316FQ60,full,1-727,727,727,0,bac,Pleionea mediterranea
4,357,recq_A0A4X2K8Y0,A0A4X2K8Y0,full,1-1449,1449,1449,0,euk,Vombatus ursinus (Common wombat)
4,358,recq_A0A317E0A4,A0A317E0A4,full,1-606,606,606,0,bac,Zavarzinia aquatilis
4,359,recq_A0A4Y7JSJ2,A0A4Y7JSJ2,full,1-1250,1250,1250,0,euk,Papaver somniferum (Opium poppy)
4,360,recq_A0A317T5X7,A0A317T5X7,full,1-622,622,622,0,bac,Prosthecochloris marina
4,361,recq_A0A4Y9YTD9,A0A4Y9YTD9,full,1-1178,1178,1178,0,euk,Dentipellis fragilis
4,362,recq_A0A317ZM88,A0A317ZM88,full,1-731,731,731,0,bac,Coraliomargarita sinensis
4,363,recq_A0A507BMM8,A0A507BMM8,full,1-2074,2074,2074,0,euk,Thyridium curvatum
4,364,recq_A0A326U8P6,A0A326U8P6,full,1-721,721,721,0,bac,Thermosporothrix hazakensis
4,365,recq_A0A507BXQ1,A0A507BXQ1,full,1-1155,1155,1155,0,euk,Synchytrium microbalum
4,366,recq_A0A328C4V4,A0A328C4V4,full,1-773,773,773,0,bac,Lujinxingia litoralis
4,367,recq_A0A507DSX7,A0A507DSX7,full,1-1100,1100,1100,0,euk,Powellomyces hirtus
4,368,recq_A0A330LU72,A0A330LU72,full,1-606,606,606,0,bac,Moritella yayanosii
4,369,recq_A0A507FQA8,A0A507FQA8,full,1-1245,1245,1245,0,euk,Chytriomyces confervae
4,370,recq_A0A345UNQ0,A0A345UNQ0,full,1-717,717,717,0,bac,Cyclonatronum proteinivorum
4,371,recq_A0A5B6UBR8,A0A5B6UBR8,full,1-1274,1274,1274,0,euk,Gossypium australe
4,372,recq_A0A366FPF1,A0A366FPF1,full,1-604,604,604,0,bac,Roseiarcus fermentans
4,373,recq_A0A5B8MNC0,A0A5B8MNC0,full,1-1123,1123,1123,0,euk,Chloropicon primus
4,374,recq_A0A366HCH9,A0A366HCH9,full,1-764,764,764,0,bac,Roseimicrobium gellanilyticum
4,375,recq_A0A5C3E2X8,A0A5C3E2X8,full,1-1279,1279,1279,0,euk,Ustilago trichophora
4,376,recq_A0A367XG13,A0A367XG13,full,1-617,617,617,0,bac,Thalassospira profundimaris
4,377,recq_A0A5J4Z112,A0A5J4Z112,full,1-1222,1222,1222,0,euk,Porphyridium purpureum (Red alga) (Porphyridium cruentum)
4,378,recq_A0A368N7F3,A0A368N7F3,full,1-620,620,620,0,bac,Corallincola holothuriorum
4,379,recq_A0A5J5B1J0,A0A5J5B1J0,full,1-1244,1244,1244,0,euk,Nyssa sinensis
4,380,recq_A0A369I676,A0A369I676,full,1-746,746,746,0,bac,Runella aurantiaca
4,381,recq_A0A5M3MCW5,A0A5M3MCW5,full,1-898,898,898,0,euk,Coniophora puteana (strain RWD-64-598) (Brown rot fungus)
4,382,recq_A0A370GZG6,A0A370GZG6,full,1-619,619,619,0,bac,Aquicella lusitana
4,383,recq_A0A5N5P7T3,A0A5N5P7T3,full,1-1271,1271,1271,0,euk,Pangasianodon hypophthalmus (Striped catfish) (Helicophagus hypophthalmus)
4,384,recq_A0A395JUQ1,A0A395JUQ1,full,1-597,597,597,0,bac,Arenicella xantha
4,385,recq_A0A5P1E652,A0A5P1E652,full,1-1161,1161,1161,0,euk,Asparagus officinalis (Garden asparagus)
4,386,recq_A0A3A1Y6V4,A0A3A1Y6V4,full,1-886,886,886,0,bac,Psittacicella hinzii
4,387,recq_A0A642VE83,A0A642VE83,full,1-1155,1155,1155,0,euk,Trichomonascus ciferrii
4,388,recq_A0A3D9FGT6,A0A3D9FGT6,full,1-601,601,601,0,bac,Parasphingopyxis lamellibrachiae
4,389,recq_A0A663FBV1,A0A663FBV1,full,1-1479,1479,1479,0,euk,Aquila chrysaetos chrysaetos
4,390,recq_A0A3M3EZE3,A0A3M3EZE3,full,1-780,780,780,0,bac,Pseudomonas corrugata
4,391,recq_A0A670K7V6,A0A670K7V6,full,1-1271,1271,1271,0,euk,Podarcis muralis (Wall lizard) (Lacerta muralis)
4,392,recq_A0A3N1M5Z4,A0A3N1M5Z4,full,1-616,616,616,0,bac,Allostella humosa
4,393,recq_A0A671DWG5,A0A671DWG5,full,1-1450,1450,1450,0,euk,Rhinolophus ferrumequinum (Greater horseshoe bat)
4,394,recq_A0A3N1NZ51,A0A3N1NZ51,full,1-610,610,610,0,bac,Gallaecimonas pentaromativorans
4,395,recq_A0A672I2W6,A0A672I2W6,full,1-1189,1189,1189,0,euk,Salarias fasciatus (Jewelled blenny) (Blennius fasciatus)
4,396,recq_A0A3N5BR11,A0A3N5BR11,full,1-592,592,592,0,bac,Abyssicoccus albus
4,397,recq_A0A672U2Y7,A0A672U2Y7,full,1-1063,1063,1063,0,euk,Strigops habroptila (Kakapo)
4,398,recq_A0A3P3VUT0,A0A3P3VUT0,full,1-598,598,598,0,bac,Aestuariirhabdus litorea
4,399,recq_A0A673CQX9,A0A673CQX9,full,1-1080,1080,1080,0,euk,Sphaeramia orbicularis (orbiculate cardinalfish)
5,400,recq_A0A401XJL4,A0A401XJL4,full,1-728,728,728,0,bac,Thermaurantimonas aggregans
5,401,recq_A0A699ZZC3,A0A699ZZC3,full,1-820,820,820,0,euk,Haematococcus lacustris (Green alga) (Haematococcus pluvialis)
5,402,recq_A0A402A3C8,A0A402A3C8,full,1-745,745,745,0,bac,Tengunoibacter tsumagoiensis
5,403,recq_A0A6A1WM88,A0A6A1WM88,full,1-957,957,957,0,euk,Morella rubra (Chinese bayberry)
5,404,recq_A0A402D4B0,A0A402D4B0,full,1-785,785,785,0,bac,Capsulimonas corticalis
5,405,recq_A0A6A5T7E4,A0A6A5T7E4,full,1-1785,1785,1785,0,euk,Clathrospora elynae
5,406,recq_A0A410QGW7,A0A410QGW7,full,1-719,719,719,0,bac,Acidilutibacter cellobiosedens
5,407,recq_A0A6A5WPR3,A0A6A5WPR3,full,1-1746,1746,1746,0,euk,Amniculicola lignicola CBS 123094
5,408,recq_A0A418YDN0,A0A418YDN0,full,1-613,613,613,0,bac,Motilimonas pumila
5,409,recq_A0A6A5ZQ49,A0A6A5ZQ49,full,1-1731,1731,1731,0,euk,Lophiotrema nucula
5,410,recq_A0A426QGC8,A0A426QGC8,full,1-612,612,612,0,bac,Thiohalobacter thiocyanaticus
5,411,recq_A0A6A6AG63,A0A6A6AG63,full,1-1764,1764,1764,0,euk,Dothidotthia symphoricarpi CBS 119687
5,412,recq_A0A430AZF0,A0A430AZF0,full,1-611,611,611,0,bac,Vagococcus acidifermentans
5,413,recq_A0A6A6BKP3,A0A6A6BKP3,full,1-979,979,979,0,euk,Aplosporella prunicola CBS 121167
5,414,recq_A0A430FVU8,A0A430FVU8,full,1-811,811,811,0,bac,Bifidobacterium samirii
5,415,recq_A0A6A6DDD4,A0A6A6DDD4,full,1-1781,1781,1781,0,euk,Zopfia rhizophila CBS 207.26
5,416,recq_A0A433N804,A0A433N804,full,1-718,718,718,0,bac,Chlorogloeopsis fritschii PCC 6912
5,417,recq_A0A6A6HH51,A0A6A6HH51,full,1-1689,1689,1689,0,euk,Viridothelium virens (Speckled blister lichen) (Trypethelium virens)
5,418,recq_A0A437QXI0,A0A437QXI0,full,1-619,619,619,0,bac,Hwanghaeella grinnelliae
5,419,recq_A0A6A6JQK6,A0A6A6JQK6,full,1-1777,1777,1777,0,euk,Westerdykella ornata
5,420,recq_A0A4D7B4R5,A0A4D7B4R5,full,1-619,619,619,0,bac,Phreatobacter stygius
5,421,recq_A0A6A6R986,A0A6A6R986,full,1-1749,1749,1749,0,euk,Lophium mytilinum
5,422,recq_A0A4D7JNS5,A0A4D7JNS5,full,1-732,732,732,0,bac,Mangrovivirga cuniculi
5,423,recq_A0A6A6TGQ4,A0A6A6TGQ4,full,1-1743,1743,1743,0,euk,Lophiostoma macrostomum CBS 122681
5,424,recq_A0A4P9VWQ5,A0A4P9VWQ5,full,1-721,721,721,0,bac,Zooshikella ganghwensis
5,425,recq_A0A6A6WDA4,A0A6A6WDA4,full,1-1764,1764,1764,0,euk,Pseudovirgaria hyperparasitica
5,426,recq_A0A4Q0Y4Z7,A0A4Q0Y4Z7,full,1-703,703,703,0,bac,Halarcobacter anaerophilus
5,427,recq_A0A6A6WSM6,A0A6A6WSM6,full,1-1748,1748,1748,0,euk,Melanomma pulvis-pyrius CBS 109.77
5,428,recq_A0A4Q7Z566,A0A4Q7Z566,full,1-738,738,738,0,bac,Fluviicoccus keumensis
5,429,recq_A0A6A7C4F0,A0A6A7C4F0,full,1-1346,1346,1346,0,euk,Piedraia hortae CBS 480.64
5,430,recq_A0A4Q9VYY3,A0A4Q9VYY3,full,1-639,639,639,0,bac,Siculibacillus lacustris
5,431,recq_A0A6G0X0I9,A0A6G0X0I9,full,1-1260,1260,1260,0,euk,Aphanomyces euteiches
5,432,recq_A0A4R1MZM1,A0A4R1MZM1,full,1-728,728,728,0,bac,Natranaerovirga hydrolytica
5,433,recq_A0A6G1G006,A0A6G1G006,full,1-919,919,919,0,euk,Eremomyces bilateralis CBS 781.70
5,434,recq_A0A4R1RC46,A0A4R1RC46,full,1-727,727,727,0,bac,Hydrogenispora ethanolica
5,435,recq_A0A6G1H3K3,A0A6G1H3K3,full,1-1056,1056,1056,0,euk,Aulographum hederae CBS 113979
5,436,recq_A0A4R2PFB7,A0A4R2PFB7,full,1-613,613,613,0,bac,Rhodothalassium salexigens DSM 2132
5,437,recq_A0A6G1K3N5,A0A6G1K3N5,full,1-1765,1765,1765,0,euk,Pleomassaria siparia CBS 279.74
5,438,recq_A0A4R3JWX5,A0A4R3JWX5,full,1-610,610,610,0,bac,Sulfuritortus calidifontis
5,439,recq_A0A6J0BLL1,A0A6J0BLL1,full,1-1450,1450,1450,0,euk,Neodiprion lecontei (Redheaded pine sawfly)
5,440,recq_A0A4R3LPU2,A0A4R3LPU2,full,1-621,621,621,0,bac,Aquabacter spiritensis
5,441,recq_A0A6J2XHB5,A0A6J2XHB5,full,1-1237,1237,1237,0,euk,Sitophilus oryzae (Rice weevil) (Curculio oryzae)
5,442,recq_A0A4R3Y1M1,A0A4R3Y1M1,full,1-623,623,623,0,bac,Sulfurirhabdus autotrophica
5,443,recq_A0A6J3MBH3,A0A6J3MBH3,full,1-823,823,823,0,euk,Dissoconium aciculare CBS 342.82
5,444,recq_A0A4R6XG62,A0A4R6XG62,full,1-704,704,704,0,bac,Marinicella litoralis
5,445,recq_A0A6P5GWP8,A0A6P5GWP8,full,1-1230,1230,1230,0,euk,Ananas comosus (Pineapple) (Ananas ananas)
5,446,recq_A0A4R7C9V9,A0A4R7C9V9,full,1-692,692,692,0,bac,Enterovirga rhinocerotis
5,447,recq_A0A6P5IRM5,A0A6P5IRM5,full,1-1450,1450,1450,0,euk,Phascolarctos cinereus (Koala)
5,448,recq_A0A4R8CKJ6,A0A4R8CKJ6,full,1-647,647,647,0,bac,Kribbella pratensis
5,449,recq_A0A6P8CZS6,A0A6P8CZS6,full,1-1197,1197,1197,0,euk,Punica granatum (Pomegranate)
5,450,recq_A0A4R8IE89,A0A4R8IE89,full,1-708,708,708,0,bac,Thiohalophilus thiocyanatoxydans
5,451,recq_A0A6P8XT68,A0A6P8XT68,full,1-1084,1084,1084,0,euk,Thrips palmi (Melon thrips)
5,452,recq_A0A4S2AJV8,A0A4S2AJV8,full,1-727,727,727,0,bac,Bacteroides muris (ex Afrizal et al. 2022)
5,453,recq_A0A7C8I9U5,A0A7C8I9U5,full,1-1757,1757,1757,0,euk,Massariosphaeria phaeospora
5,454,recq_A0A4S3K1U9,A0A4S3K1U9,full,1-764,764,764,0,bac,Panacagrimonas perspica
5,455,recq_A0A7D9I1Q7,A0A7D9I1Q7,full,1-752,752,752,0,euk,Paramuricea clavata (Red gorgonian) (Violescent sea-whip)
5,456,recq_A0A4U8YT89,A0A4U8YT89,full,1-611,611,611,0,bac,Desulfoluna butyratoxydans
5,457,recq_A0A7J7CHG9,A0A7J7CHG9,full,1-1188,1188,1188,0,euk,Tripterygium wilfordii (Thunder God vine)
5,458,recq_A0A4V2PSQ1,A0A4V2PSQ1,full,1-597,597,597,0,bac,Celerinatantimonas diazotrophica
5,459,recq_A0A7J7E9R1,A0A7J7E9R1,full,1-835,835,835,0,euk,Diceros bicornis minor (South-central black rhinoceros)
5,460,recq_A0A502EKH7,A0A502EKH7,full,1-774,774,774,0,bac,Flavobacterium pectinovorum
5,461,recq_A0A7J7LA00,A0A7J7LA00,full,1-1226,1226,1226,0,euk,Kingdonia uniflora
