batch,order,job_name,accession,construct,range,full_len,model_len,n_subst,group,organism
3,203,pif1_A0A4S4KLM9,A0A4S4KLM9,full,1-605,605,605,0,basidiomycota,Hermanssonia centrifuga
3,204,pif1_A0A167TDW9,A0A167TDW9,full,1-935,935,935,0,ascomycota,Niveomyces insectorum RCEF 264
3,205,pif1_A0A4S4LHT0,A0A4S4LHT0,full,1-635,635,635,0,basidiomycota,Phellinidium pouzarii
3,206,pif1_A0A168C8M9,A0A168C8M9,full,1-957,957,957,0,ascomycota,Ascosphaera apis ARSEF 7405
3,207,pif1_A0A4S4LN17,A0A4S4LN17,full,1-665,665,665,0,basidiomycota,Bondarzewia mesenterica
3,208,pif1_A0A168CGZ8,A0A168CGZ8,full,1-804,804,804,0,ascomycota,Cordyceps fumosorosea (strain ARSEF 2679) (Isaria fumosorosea)
3,209,pif1_A0A4S4LSC0,A0A4S4LSC0,full,1-634,634,634,0,basidiomycota,Bondarzewia mesenterica
3,210,pif1_A0A168ISU5,A0A168ISU5,full,1-803,803,803,0,ascomycota,Akanthomyces lecanii RCEF 1005
3,211,pif1_A0A4S4MSG5,A0A4S4MSG5,full,1-610,610,610,0,basidiomycota,Antrodiella citrinella
3,212,pif1_A0A175VPZ7,A0A175VPZ7,full,1-823,823,823,0,ascomycota,Madurella mycetomatis
3,213,pif1_A0A4S4MT59,A0A4S4MT59,full,1-592,592,592,0,basidiomycota,Antrodiella citrinella
3,214,pif1_A0A177FGZ4,A0A177FGZ4,full,1-764,764,764,0,ascomycota,Fonsecaea monophora
3,215,pif1_A0A4S8MSI0,A0A4S8MSI0,full,1-546,546,546,0,basidiomycota,Dendrothele bispora (strain CBS 962.96)
3,216,pif1_A0A178CX55,A0A178CX55,full,1-764,764,764,0,ascomycota,Fonsecaea nubica
3,217,pif1_A0A4T0FNF2,A0A4T0FNF2,full,1-621,621,621,0,basidiomycota,Wallemia hederae
3,218,pif1_A0A178FD44,A0A178FD44,full,1-760,760,760,0,ascomycota,Trichophyton violaceum
3,219,pif1_A0A4U7KPQ9,A0A4U7KPQ9,full,1-724,724,724,0,basidiomycota,Sporisorium graminicola
3,220,pif1_A0A178ZSD6,A0A178ZSD6,full,1-783,783,783,0,ascomycota,Fonsecaea erecta
3,221,pif1_A0A4V3XJE3,A0A4V3XJE3,full,1-589,589,589,0,basidiomycota,Antrodiella citrinella
3,222,pif1_A0A179FR29,A0A179FR29,full,1-821,821,821,0,ascomycota,Pochonia chlamydosporia 170
3,223,pif1_A0A4Y9YC71,A0A4Y9YC71,full,1-639,639,639,0,basidiomycota,Dentipellis fragilis
3,224,pif1_A0A179IKE1,A0A179IKE1,full,1-806,806,806,0,ascomycota,Cordyceps confragosa (Lecanicillium lecanii)
3,225,pif1_A0A4Y9YGX5,A0A4Y9YGX5,full,1-602,602,602,0,basidiomycota,Dentipellis fragilis
3,226,pif1_A0A179UY81,A0A179UY81,full,1-798,798,798,0,ascomycota,Blastomyces gilchristii (strain SLH14081) (Blastomyces dermatitidis)
3,227,pif1_A0A4Y9YSR9,A0A4Y9YSR9,full,1-564,564,564,0,basidiomycota,Dentipellis fragilis
3,228,pif1_A0A194VFA7,A0A194VFA7,full,1-818,818,818,0,ascomycota,Cytospora mali (Apple Valsa canker fungus) (Valsa mali)
3,229,pif1_A0A5B0MRD7,A0A5B0MRD7,full,1-699,699,699,0,basidiomycota,Puccinia graminis f. sp. tritici
3,230,pif1_A0A1B2JBB9,A0A1B2JBB9,full,1-820,820,820,0,ascomycota,Komagataella pastoris (Yeast) (Pichia pastoris)
3,231,pif1_A0A5B0N0I5,A0A5B0N0I5,full,1-719,719,719,0,basidiomycota,Puccinia graminis f. sp. tritici
3,232,pif1_A0A1B7YNX9,A0A1B7YNX9,full,1-883,883,883,0,ascomycota,Colletotrichum higginsianum (strain IMI 349063) (Crucifer anthracnose fungus)
3,233,pif1_A0A5B0N1Q3,A0A5B0N1Q3,full,1-701,701,701,0,basidiomycota,Puccinia graminis f. sp. tritici
3,234,pif1_A0A1B8AKF1,A0A1B8AKF1,full,1-819,819,819,0,ascomycota,Fusarium poae
3,235,pif1_A0A5C3E4B2,A0A5C3E4B2,full,1-737,737,737,0,basidiomycota,Ustilago trichophora
3,236,pif1_A0A1C1C9U7,A0A1C1C9U7,full,1-763,763,763,0,ascomycota,Cladophialophora carrionii
3,237,pif1_A0A5C3E832,A0A5C3E832,full,1-737,737,737,0,basidiomycota,Ustilago trichophora
3,238,pif1_A0A1D8PRM6,A0A1D8PRM6,full,1-618,618,618,0,ascomycota,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)
3,239,pif1_A0A5C3EV21,A0A5C3EV21,full,1-718,718,718,0,basidiomycota,Pseudozyma flocculosa
3,240,pif1_A0A1E1KHD1,A0A1E1KHD1,full,1-899,899,899,0,ascomycota,Rhynchosporium graminicola
3,241,pif1_A0A5C3EZA1,A0A5C3EZA1,full,1-673,673,673,0,basidiomycota,Pseudozyma flocculosa
3,242,pif1_A0A1E1KSW3,A0A1E1KSW3,full,1-899,899,899,0,ascomycota,Rhynchosporium agropyri
3,243,pif1_A0A5C3FLB2,A0A5C3FLB2,full,1-692,692,692,0,basidiomycota,Moesziomyces antarcticus (Yeast) (Pseudozyma antarctica)
3,244,pif1_A0A1E1LUZ6,A0A1E1LUZ6,full,1-899,899,899,0,ascomycota,Rhynchosporium secalis (Barley scald fungus)
3,245,pif1_A0A5D3AUK3,A0A5D3AUK3,full,1-655,655,655,0,basidiomycota,Cryptococcus floricola
3,246,pif1_A0A1E3B484,A0A1E3B484,full,1-720,720,720,0,ascomycota,Aspergillus cristatus (Chinese Fuzhuan brick tea-fermentation fungus) (Eurotium cristatum)
3,247,pif1_A0A5M3MBB2,A0A5M3MBB2,full,1-729,729,729,0,basidiomycota,Coniophora puteana (strain RWD-64-598) (Brown rot fungus)
3,248,pif1_A0A1E5R2E4,A0A1E5R2E4,full,1-781,781,781,4,ascomycota,Hanseniaspora osmophila
3,249,pif1_A0A5M6C3F7,A0A5M6C3F7,full,1-692,692,692,0,basidiomycota,Kwoniella shandongensis
3,250,pif1_A0A1E5R8N0,A0A1E5R8N0,full,1-759,759,759,0,ascomycota,Hanseniaspora opuntiae
3,251,pif1_A0A5M6C8X0,A0A5M6C8X0,full,1-639,639,639,0,basidiomycota,Kwoniella shandongensis
3,252,pif1_A0A1E5RH49,A0A1E5RH49,full,1-931,931,931,3,ascomycota,Hanseniaspora osmophila
3,253,pif1_A0A5N5QIE1,A0A5N5QIE1,full,1-1357,1357,1357,0,basidiomycota,Ceratobasidium theobromae
3,254,pif1_A0A1E5RYU5,A0A1E5RYU5,full,1-762,762,762,2,ascomycota,Hanseniaspora uvarum (Yeast) (Kloeckera apiculata)
3,255,pif1_A0A5N5QIV7,A0A5N5QIV7,full,1-2119,2119,2119,0,basidiomycota,Ceratobasidium theobromae
3,256,pif1_A0A1F5LX58,A0A1F5LX58,full,1-717,717,717,0,ascomycota,Penicillium arizonense
3,257,pif1_A0A5N5QSQ7,A0A5N5QSQ7,full,1-707,707,707,0,basidiomycota,Ceratobasidium theobromae
3,258,pif1_A0A1F8AAX5,A0A1F8AAX5,full,1-736,736,736,0,ascomycota,Aspergillus bombycis
3,259,pif1_A0A8H3TUW7,A0A8H3TUW7,full,1-658,658,658,0,basidiomycota,Naganishia liquefaciens
3,260,pif1_A0A1G4B3T3,A0A1G4B3T3,full,1-882,882,882,0,ascomycota,Colletotrichum orchidophilum
3,261,pif1_A0A8H3U0A2,A0A8H3U0A2,full,1-735,735,735,0,basidiomycota,Naganishia liquefaciens
3,262,pif1_A0A1G4J9Z3,A0A1G4J9Z3,full,1-696,696,696,0,ascomycota,Lachancea mirantina
3,263,pif1_A0A8H4VJS1,A0A8H4VJS1,full,1-632,632,632,0,basidiomycota,Agrocybe pediades
3,264,pif1_A0A1G4JAR2,A0A1G4JAR2,full,1-689,689,689,0,ascomycota,Lachancea meyersii CBS 8951
3,265,pif1_A0A8H5B4L3,A0A8H5B4L3,full,1-671,671,671,0,basidiomycota,Psilocybe cf. subviscida
3,266,pif1_A0A1G4JCZ1,A0A1G4JCZ1,full,1-677,677,677,0,ascomycota,Lachancea dasiensis
3,267,pif1_A0A8H5CYE4,A0A8H5CYE4,full,1-1261,1261,1261,0,basidiomycota,Tetrapyrgos nigripes
3,268,pif1_A0A1G4JJ13,A0A1G4JJ13,full,1-883,883,883,0,ascomycota,Lachancea meyersii CBS 8951
3,269,pif1_A0A8H5D9L0,A0A8H5D9L0,full,1-598,598,598,0,basidiomycota,Leucocoprinus leucothites
3,270,pif1_A0A1G4K4H6,A0A1G4K4H6,full,1-886,886,886,0,ascomycota,Lachancea dasiensis
3,271,pif1_A0A8H5EYD2,A0A8H5EYD2,full,1-617,617,617,0,basidiomycota,Psilocybe cf. subviscida
3,272,pif1_A0A1G4KDP5,A0A1G4KDP5,full,1-814,814,814,0,ascomycota,Lachancea mirantina
3,273,pif1_A0A8H5FHN3,A0A8H5FHN3,full,1-648,648,648,0,basidiomycota,Ephemerocybe angulata
3,274,pif1_A0A1G4KK60,A0A1G4KK60,full,1-876,876,876,0,ascomycota,Lachancea nothofagi CBS 11611
3,275,pif1_A0A8H5FIS4,A0A8H5FIS4,full,1-614,614,614,0,basidiomycota,Ephemerocybe angulata
3,276,pif1_A0A1G4KMC5,A0A1G4KMC5,full,1-677,677,677,0,ascomycota,Lachancea nothofagi CBS 11611
3,277,pif1_A0A8H5GCJ7,A0A8H5GCJ7,full,1-620,620,620,0,basidiomycota,Leucocoprinus leucothites
3,278,pif1_A0A1G4KQ33,A0A1G4KQ33,full,1-691,691,691,0,ascomycota,Komagataella phaffii (strain ATCC 76273 / CBS 7435 / CECT 11047 / NRRL Y-11430 / Wegner 21-1) (Yeast) (Pichia pastoris)
3,279,pif1_A0A8H5H1J4,A0A8H5H1J4,full,1-652,652,652,0,basidiomycota,Tetrapyrgos nigripes
3,280,pif1_A0A1G4M6E1,A0A1G4M6E1,full,1-950,950,950,0,ascomycota,Lachancea fermentati (Zygosaccharomyces fermentati)
3,281,pif1_A0A8H5HHS9,A0A8H5HHS9,full,1-1057,1057,1057,0,basidiomycota,Tricholomella constricta
3,282,pif1_A0A1G4M6R4,A0A1G4M6R4,full,1-701,701,701,0,ascomycota,Lachancea fermentati (Zygosaccharomyces fermentati)
3,283,pif1_A0A8H5HQ47,A0A8H5HQ47,full,1-599,599,599,0,basidiomycota,Collybiopsis confluens
3,284,pif1_A0A1J9QG29,A0A1J9QG29,full,1-795,795,795,0,ascomycota,Blastomyces percursus
3,285,pif1_A0A8H5HYM6,A0A8H5HYM6,full,1-597,597,597,0,basidiomycota,Collybiopsis confluens
3,286,pif1_A0A1J9QLP1,A0A1J9QLP1,full,1-623,623,623,0,ascomycota,Diplodia corticola
3,287,pif1_A0A8H5LZH5,A0A8H5LZH5,full,1-596,596,596,0,basidiomycota,Tetrapyrgos nigripes
3,288,pif1_A0A1J9QQT4,A0A1J9QQT4,full,1-618,618,618,0,ascomycota,Diplodia corticola
3,289,pif1_A0A8H5M0W8,A0A8H5M0W8,full,1-632,632,632,0,basidiomycota,Tricholomella constricta
3,290,pif1_A0A1J9S2U9,A0A1J9S2U9,full,1-859,859,859,0,ascomycota,Diplodia corticola
3,291,pif1_A0A8H5M8P6,A0A8H5M8P6,full,1-641,641,641,0,basidiomycota,Collybiopsis confluens
3,292,pif1_A0A1L0BLG4,A0A1L0BLG4,full,1-746,746,746,0,ascomycota,Sungouiella intermedia
3,293,pif1_A0A8H6T2J5,A0A8H6T2J5,full,1-622,622,622,0,basidiomycota,Mycena chlorophos (Agaric fungus) (Agaricus chlorophos)
3,294,pif1_A0A1L0BTK2,A0A1L0BTK2,full,1-667,667,667,0,ascomycota,Sungouiella intermedia
3,295,pif1_A0A8H6WB99,A0A8H6WB99,full,1-610,610,610,0,basidiomycota,Mycena indigotica
3,296,pif1_A0A1L0D0Q5,A0A1L0D0Q5,full,1-759,759,759,0,ascomycota,Hanseniaspora guilliermondii
3,297,pif1_A0A8H6WYH6,A0A8H6WYH6,full,1-597,597,597,0,basidiomycota,Mycena venus
3,298,pif1_A0A1L7TYF3,A0A1L7TYF3,full,1-821,821,821,0,ascomycota,Fusarium mangiferae (Mango malformation disease fungus)
3,299,pif1_A0A8H6X7X8,A0A8H6X7X8,full,1-598,598,598,0,basidiomycota,Mycena sanguinolenta
4,300,pif1_A0A1L7VNC0,A0A1L7VNC0,full,1-821,821,821,0,ascomycota,Fusarium proliferatum (strain ET1) (Orchid endophyte fungus)
4,301,pif1_A0A8H6YXU7,A0A8H6YXU7,full,1-598,598,598,0,basidiomycota,Mycena sanguinolenta
4,302,pif1_A0A1L7WWW9,A0A1L7WWW9,full,1-917,917,917,0,ascomycota,Phialocephala subalpina
4,303,pif1_A0A8H6Z6T2,A0A8H6Z6T2,full,1-597,597,597,0,basidiomycota,Mycena sanguinolenta
4,304,pif1_A0A1L9RR32,A0A1L9RR32,full,1-690,690,690,0,ascomycota,Aspergillus wentii DTO 134E9
4,305,pif1_A0A8H7CZF7,A0A8H7CZF7,full,1-612,612,612,0,basidiomycota,Mycena venus
4,306,pif1_A0A1Q2YI20,A0A1Q2YI20,full,1-908,908,908,0,ascomycota,Pichia membranifaciens
4,307,pif1_A0A8H7DCL8,A0A8H7DCL8,full,1-550,550,550,0,basidiomycota,Mycena sanguinolenta
4,308,pif1_A0A1Q5UPN3,A0A1Q5UPN3,full,1-728,728,728,0,ascomycota,Penicillium subrubescens
4,309,pif1_A0A8X7NC76,A0A8X7NC76,full,1-648,648,648,0,basidiomycota,Tilletia walkeri
4,310,pif1_A0A1Q8RAQ6,A0A1Q8RAQ6,full,1-842,842,842,0,ascomycota,Colletotrichum chlorophyti
4,311,pif1_A0A8X7SWK2,A0A8X7SWK2,full,1-656,656,656,0,basidiomycota,Tilletia controversa (dwarf bunt fungus)
4,312,pif1_A0A1T3CVP8,A0A1T3CVP8,full,1-840,840,840,0,ascomycota,Trichoderma guizhouense
4,313,pif1_A0A9N8MAE1,A0A9N8MAE1,full,1-656,656,656,0,basidiomycota,Tilletia laevis
4,314,pif1_A0A1U7LSY4,A0A1U7LSY4,full,1-1360,1360,1360,0,ascomycota,Neolecta irregularis (strain DAH-3)
4,315,pif1_A0A9P3G2I0,A0A9P3G2I0,full,1-649,649,649,0,basidiomycota,Phanerochaete sordida
4,316,pif1_A0A1V6PDM4,A0A1V6PDM4,full,1-773,773,773,0,ascomycota,Penicillium decumbens
4,317,pif1_A0A9P3G3Y6,A0A9P3G3Y6,full,1-691,691,691,0,basidiomycota,Phanerochaete sordida
4,318,pif1_A0A1V6QBT2,A0A1V6QBT2,full,1-716,716,716,0,ascomycota,Penicillium antarcticum
4,319,pif1_A0A9P3G4R7,A0A9P3G4R7,full,1-643,643,643,0,basidiomycota,Phanerochaete sordida
4,320,pif1_A0A1V6RMZ5,A0A1V6RMZ5,full,1-718,718,718,0,ascomycota,Penicillium solitum
4,321,pif1_A0A9P3G5D9,A0A9P3G5D9,full,1-581,581,581,0,basidiomycota,Phanerochaete sordida
4,322,pif1_A0A1V6RZK0,A0A1V6RZK0,full,1-762,762,762,0,ascomycota,Penicillium vulpinum
4,323,pif1_A0A9P3G9Z6,A0A9P3G9Z6,full,1-618,618,618,0,basidiomycota,Phanerochaete sordida
4,324,pif1_A0A1V6U152,A0A1V6U152,full,1-771,771,771,0,ascomycota,Penicillium steckii
4,325,pif1_A0A9P3GEL8,A0A9P3GEL8,full,1-569,569,569,0,basidiomycota,Phanerochaete sordida
4,326,pif1_A0A1V6U1M2,A0A1V6U1M2,full,1-763,763,763,0,ascomycota,Penicillium flavigenum
4,327,pif1_A0A9P3UJ47,A0A9P3UJ47,full,1-604,604,604,0,basidiomycota,Lyophyllum shimeji (Hon-shimeji) (Tricholoma shimeji)
4,328,pif1_A0A1V6V0V5,A0A1V6V0V5,full,1-715,715,715,0,ascomycota,Penicillium coprophilum
4,329,pif1_A0A9P3UKB6,A0A9P3UKB6,full,1-677,677,677,0,basidiomycota,Lyophyllum shimeji (Hon-shimeji) (Tricholoma shimeji)
4,330,pif1_A0A1V6Z3Y5,A0A1V6Z3Y5,full,1-763,763,763,0,ascomycota,Penicillium nalgiovense
4,331,pif1_A0A9P3US95,A0A9P3US95,full,1-613,613,613,0,basidiomycota,Lyophyllum shimeji (Hon-shimeji) (Tricholoma shimeji)
4,332,pif1_A0A1W2TKN4,A0A1W2TKN4,full,1-796,796,796,0,ascomycota,Rosellinia necatrix (White root-rot fungus)
4,333,pif1_A0A9P8AFI1,A0A9P8AFI1,full,1-676,676,676,0,basidiomycota,Marasmius oreades (fairy-ring Marasmius)
4,334,pif1_A0A1W5D893,A0A1W5D893,full,1-865,865,865,0,ascomycota,Lasallia pustulata
4,335,pif1_A0A9P8AFL8,A0A9P8AFL8,full,1-588,588,588,0,basidiomycota,Marasmius oreades (fairy-ring Marasmius)
4,336,pif1_A0A1X7QZ68,A0A1X7QZ68,full,1-888,888,888,0,ascomycota,Maudiozyma saulgeensis
4,337,pif1_A0A9Q3CGN2,A0A9Q3CGN2,full,1-718,718,718,0,basidiomycota,Austropuccinia psidii MF-1
4,338,pif1_A0A1X7R554,A0A1X7R554,full,1-762,762,762,0,ascomycota,Maudiozyma saulgeensis
4,339,pif1_A0A9Q3DCC3,A0A9Q3DCC3,full,1-761,761,761,0,basidiomycota,Austropuccinia psidii MF-1
4,340,pif1_A0A1X7RKD9,A0A1X7RKD9,full,1-833,833,833,0,ascomycota,Zymoseptoria tritici (strain ST99CH_3D7)
4,341,pif1_A0A9Q5HZ83,A0A9Q5HZ83,full,1-602,602,602,0,basidiomycota,Sanghuangporus baumii (Phellinus baumii)
4,342,pif1_A0A1Y2M700,A0A1Y2M700,full,1-802,802,802,0,ascomycota,Epicoccum nigrum (Soil fungus) (Epicoccum purpurascens)
4,343,pif1_A0A9W8ML86,A0A9W8ML86,full,1-1029,1029,1029,0,basidiomycota,Candolleomyces eurysporus
4,344,pif1_A0A1Z5T0V7,A0A1Z5T0V7,full,1-913,913,913,0,ascomycota,Hortaea werneckii EXF-2000
4,345,pif1_A0AA38HDX6,A0AA38HDX6,full,1-649,649,649,0,basidiomycota,Dioszegia hungarica
4,346,pif1_A0A1Z5T4Y1,A0A1Z5T4Y1,full,1-912,912,912,0,ascomycota,Hortaea werneckii EXF-2000
4,347,pif1_A0AA48QVP0,A0AA48QVP0,full,1-686,686,686,0,basidiomycota,Cutaneotrichosporon cavernicola
4,348,pif1_A0A218YVE5,A0A218YVE5,full,1-880,880,880,0,ascomycota,Diplocarpon coronariae
4,349,pif1_A0AAD2HQZ9,A0AAD2HQZ9,full,1-552,552,552,0,basidiomycota,Mycena citricolor
4,350,pif1_A0A225ACG2,A0A225ACG2,full,1-758,758,758,0,ascomycota,Talaromyces atroroseus
4,351,pif1_A0AAD2HTN7,A0AAD2HTN7,full,1-626,626,626,0,basidiomycota,Mycena citricolor
4,352,pif1_A0A232LWR6,A0A232LWR6,full,1-781,781,781,0,ascomycota,Elaphomyces granulatus
4,353,pif1_A0AAD3TY69,A0AAD3TY69,full,1-664,664,664,0,basidiomycota,Cutaneotrichosporon spelunceum
4,354,pif1_A0A292Q3K7,A0A292Q3K7,full,1-909,909,909,0,ascomycota,Tuber aestivum (summer truffle)
4,355,pif1_A0AAD5UZ43,A0AAD5UZ43,full,1-575,575,575,0,basidiomycota,Meripilus lineatus
4,356,pif1_A0A2A9PT09,A0A2A9PT09,full,1-855,855,855,0,ascomycota,Ophiocordyceps unilateralis (Zombie-ant fungus) (Torrubia unilateralis)
4,357,pif1_A0AAD5VEU9,A0AAD5VEU9,full,1-579,579,579,0,basidiomycota,Meripilus lineatus
4,358,pif1_A0A2B7WVK7,A0A2B7WVK7,full,1-752,752,752,0,ascomycota,Helicocarpus griseus UAMH5409
4,359,pif1_A0AAD5VW10,A0AAD5VW10,full,1-587,587,587,0,basidiomycota,Leucocoprinus birnbaumii
4,360,pif1_A0A2B7X4F7,A0A2B7X4F7,full,1-798,798,798,0,ascomycota,Blastomyces parvus
4,361,pif1_A0AAD5W3A8,A0AAD5W3A8,full,1-629,629,629,0,basidiomycota,Leucocoprinus birnbaumii
4,362,pif1_A0A2B7ZAZ8,A0A2B7ZAZ8,full,1-802,802,802,0,ascomycota,[Emmonsia] crescens
4,363,pif1_A0AAD5YMS7,A0AAD5YMS7,full,1-660,660,660,0,basidiomycota,Meripilus lineatus
4,364,pif1_A0A2C5WV42,A0A2C5WV42,full,1-804,804,804,0,ascomycota,Ceratocystis fimbriata CBS 114723
4,365,pif1_A0AAD7TST6,A0AAD7TST6,full,1-587,587,587,0,basidiomycota,Trametes cubensis
4,366,pif1_A0A2C5XF89,A0A2C5XF89,full,1-830,830,830,0,ascomycota,Ophiocordyceps australis
4,367,pif1_A0AAD7TYJ6,A0AAD7TYJ6,full,1-610,610,610,0,basidiomycota,Trametes cubensis
4,368,pif1_A0A2C5Z163,A0A2C5Z163,full,1-791,791,791,0,ascomycota,Ophiocordyceps camponoti-rufipedis
4,369,pif1_A0AAD7TZE9,A0AAD7TZE9,full,1-722,722,722,0,basidiomycota,Trametes cubensis
4,370,pif1_A0A2C5Z3Z6,A0A2C5Z3Z6,full,1-873,873,873,0,ascomycota,Ophiocordyceps australis
4,371,pif1_A0AAF0Y8C4,A0AAF0Y8C4,full,1-681,681,681,0,basidiomycota,Vanrija pseudolonga
4,372,pif1_A0A2D3UXI5,A0A2D3UXI5,full,1-834,834,834,3,ascomycota,Ramularia collo-cygni
4,373,pif1_A0AAJ4XLQ0,A0AAJ4XLQ0,full,1-710,710,710,0,basidiomycota,Melanopsichium pennsylvanicum
4,374,pif1_A0A2G7FQB8,A0A2G7FQB8,full,1-736,736,736,0,ascomycota,Aspergillus arachidicola
4,375,pif1_A0AAJ8KXR9,A0AAJ8KXR9,full,1-617,617,617,0,basidiomycota,Kwoniella dejecticola CBS 10117
4,376,pif1_A0A2H0ZLB1,A0A2H0ZLB1,full,1-780,780,780,0,ascomycota,Candidozyma auris (Yeast) (Candida auris)
4,377,pif1_A0AAJ8M2S8,A0AAJ8M2S8,full,1-610,610,610,0,basidiomycota,Cryptococcus depauperatus CBS 7841
4,378,pif1_A0A2H2ZNG2,A0A2H2ZNG2,full,1-855,855,855,0,ascomycota,Trichoderma parareesei (Filamentous fungus)
4,379,pif1_A0AAW0BFE3,A0AAW0BFE3,full,1-1096,1096,1096,0,basidiomycota,Favolaschia claudopus
4,380,pif1_A0A2K0WHU4,A0A2K0WHU4,full,1-821,821,821,0,ascomycota,Gibberella nygamai (Bean root rot disease fungus) (Fusarium nygamai)
4,381,pif1_A0AAW0E6V9,A0AAW0E6V9,full,1-573,573,573,0,basidiomycota,Favolaschia claudopus
4,382,pif1_A0A2K1QRC5,A0A2K1QRC5,full,1-847,847,847,0,ascomycota,Sphaceloma murrayae
4,383,pif1_A0AAW0YJW9,A0AAW0YJW9,full,1-688,688,688,0,basidiomycota,Kwoniella newhampshirensis
4,384,pif1_A0A2K3Q965,A0A2K3Q965,full,1-1851,1851,1851,0,ascomycota,Tolypocladium capitatum
4,385,pif1_A0AAW0YQW8,A0AAW0YQW8,full,1-636,636,636,0,basidiomycota,Kwoniella newhampshirensis
4,386,pif1_A0A2L2TT35,A0A2L2TT35,full,1-873,873,873,0,ascomycota,Fusarium venenatum
4,387,pif1_A0AAX4K6B3,A0AAX4K6B3,full,1-705,705,705,0,basidiomycota,Kwoniella dendrophila CBS 6074
4,388,pif1_A0A2N3NCB3,A0A2N3NCB3,full,1-1670,1670,1670,0,ascomycota,Lomentospora prolificans
4,389,pif1_A0AAX4K8N5,A0AAX4K8N5,full,1-622,622,622,0,basidiomycota,Kwoniella dendrophila CBS 6074
4,390,pif1_A0A2P4ZPZ5,A0A2P4ZPZ5,full,1-818,818,818,0,ascomycota,Trichoderma gamsii
4,391,pif1_A0AAX4KL96,A0AAX4KL96,full,1-717,717,717,0,basidiomycota,Kwoniella europaea PYCC6329
4,392,pif1_A0A2P5HGU5,A0A2P5HGU5,full,1-523,523,523,0,ascomycota,Diaporthe helianthi
4,393,pif1_A0ABP1CKG3,A0ABP1CKG3,full,1-623,623,623,0,basidiomycota,Somion occarium
4,394,pif1_A0A2P5IG66,A0A2P5IG66,full,1-816,816,816,0,ascomycota,Diaporthe helianthi
4,395,pif1_A0ABP1CKG6,A0ABP1CKG6,full,1-602,602,602,0,basidiomycota,Somion occarium
4,396,pif1_A0A2P6FGS0,A0A2P6FGS0,full,1-974,974,974,0,ascomycota,Pseudogymnoascus verrucosus
4,397,pif1_A0ABP1CNA1,A0ABP1CNA1,full,1-598,598,598,0,basidiomycota,Somion occarium
4,398,pif1_A0A2P7YPG7,A0A2P7YPG7,full,1-787,787,787,0,ascomycota,Candidozyma pseudohaemuli
4,399,pif1_A0ABP1CNE3,A0ABP1CNE3,full,1-533,533,533,0,basidiomycota,Somion occarium
5,400,pif1_A0A2P7YYZ7,A0A2P7YYZ7,full,1-1269,1269,1269,0,ascomycota,Candidozyma pseudohaemuli
5,401,pif1_A0ABP1DQJ8,A0ABP1DQJ8,full,1-572,572,572,0,basidiomycota,Somion occarium
5,402,pif1_A0A2P7Z3W1,A0A2P7Z3W1,full,1-844,844,844,0,ascomycota,Elsinoe australis
5,403,pif1_A0ABP1DQU6,A0ABP1DQU6,full,1-515,515,515,0,basidiomycota,Somion occarium
5,404,pif1_A0A2S4L8F3,A0A2S4L8F3,full,1-820,820,820,0,ascomycota,Tolypocladium paradoxum
5,405,pif1_A0ABP1DT00,A0ABP1DT00,full,1-577,577,577,0,basidiomycota,Somion occarium
5,406,pif1_A0A2S4Q1N6,A0A2S4Q1N6,full,1-868,868,868,0,ascomycota,Erysiphe pulchra
5,407,pif1_A0ABP1E5U3,A0ABP1E5U3,full,1-596,596,596,0,basidiomycota,Somion occarium
5,408,pif1_A0A2S6CBW7,A0A2S6CBW7,full,1-928,928,928,0,ascomycota,Cercospora berteroae
5,409,pif1_A0ABP1E5U8,A0ABP1E5U8,full,1-605,605,605,0,basidiomycota,Somion occarium
5,410,pif1_A0A2T0FEC6,A0A2T0FEC6,full,1-589,589,589,0,ascomycota,Wickerhamiella sorbophila
5,411,pif1_A0ABP1E5X9,A0ABP1E5X9,full,1-552,552,552,0,basidiomycota,Somion occarium
5,412,pif1_A0A2T0FMF4,A0A2T0FMF4,full,1-748,748,748,0,ascomycota,Wickerhamiella sorbophila
5,413,pif1_A0ABQ0KXJ8,A0ABQ0KXJ8,full,1-579,579,579,0,basidiomycota,Mycena chlorophos (Agaric fungus) (Agaricus chlorophos)
5,414,pif1_A0A2T4GQX9,A0A2T4GQX9,full,1-856,856,856,0,ascomycota,Fusarium culmorum
5,415,pif1_A0ABQ0L4N8,A0ABQ0L4N8,full,1-1997,1997,1997,0,basidiomycota,Mycena chlorophos (Agaric fungus) (Agaricus chlorophos)
5,416,pif1_A0A2U3EBL3,A0A2U3EBL3,full,1-1123,1123,1123,0,ascomycota,Purpureocillium lilacinum (Paecilomyces lilacinus)
5,417,pif1_A0ABQ0M0T4,A0ABQ0M0T4,full,1-1775,1775,1775,4,basidiomycota,Mycena chlorophos (Agaric fungus) (Agaricus chlorophos)
5,418,pif1_A0A2U9QZ99,A0A2U9QZ99,full,1-925,925,925,0,ascomycota,Pichia kudriavzevii (Yeast) (Issatchenkia orientalis)
5,419,pif1_A0ABR3BM64,A0ABR3BM64,full,1-691,691,691,0,basidiomycota,Cryptococcus tetragattii IND107
5,420,pif1_A0A2U9RAS2,A0A2U9RAS2,full,1-676,676,676,0,ascomycota,Pichia kudriavzevii (Yeast) (Issatchenkia orientalis)
