Entry	Entry Name	Protein names	Gene Names	Organism	Organism (ID)	Length	Reviewed	Annotation	AlphaFoldDB	Taxonomic lineage	subphylum	class	order	family	genus
A0A369K6B7	A0A369K6B7_HYPMA	ATP-dependent DNA helicase (EC 5.6.2.3)	Hypma_014974	Hypsizygus marmoreus (White beech mushroom) (Agaricus marmoreus)	39966	3755	unreviewed	3.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Tricholomatineae (suborder), Lyophyllaceae (family), Hypsizygus (genus)	Agaricomycotina	Agaricomycetes	Agaricales	Lyophyllaceae	Hypsizygus
A0A4Q1BAJ5	A0A4Q1BAJ5_TREME	ATP-dependent DNA helicase (EC 5.6.2.3)	M231_06903	Tremella mesenterica (Jelly fungus)	5217	1672	unreviewed	3.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Tremellomycetes (class), Tremellales (order), Tremellaceae (family), Tremella (genus)	Agaricomycotina	Tremellomycetes	Tremellales	Tremellaceae	Tremella
A0A4S4LNW1	A0A4S4LNW1_9AGAM	ATP-dependent DNA helicase (EC 5.6.2.3)	EW145_g431	Phellinidium pouzarii	167371	1169	unreviewed	3.0	A0A4S4LNW1;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Hymenochaetales (order), Hymenochaetaceae (family), Phellinidium (genus)	Agaricomycotina	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Phellinidium
A0A9P6NVK7	A0A9P6NVK7_9BASI	ATP-dependent DNA helicase (EC 5.6.2.3)	CROQUDRAFT_88142	Cronartium quercuum f. sp. fusiforme G11	708437	840	unreviewed	3.0	A0A9P6NVK7;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Pucciniomycotina (subphylum), Pucciniomycetes (class), Pucciniales (order), Coleosporiaceae (family), Cronartium (genus), Cronartium quercuum (species), Cronartium quercuum f. sp. fusiforme (no rank)	Pucciniomycotina	Pucciniomycetes	Pucciniales	Coleosporiaceae	Cronartium
A0A9P6TF72	A0A9P6TF72_9BASI	ATP-dependent DNA helicase (EC 5.6.2.3)	CROQUDRAFT_654749	Cronartium quercuum f. sp. fusiforme G11	708437	627	unreviewed	3.0	A0A9P6TF72;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Pucciniomycotina (subphylum), Pucciniomycetes (class), Pucciniales (order), Coleosporiaceae (family), Cronartium (genus), Cronartium quercuum (species), Cronartium quercuum f. sp. fusiforme (no rank)	Pucciniomycotina	Pucciniomycetes	Pucciniales	Coleosporiaceae	Cronartium
A0A9P8AFL8	A0A9P8AFL8_9AGAR	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 E1B28_001400	Marasmius oreades (fairy-ring Marasmius)	181124	588	unreviewed	3.0	A0A9P8AFL8;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Marasmiineae (suborder), Marasmiaceae (family), Marasmius (genus)	Agaricomycotina	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius
A0AAD5UZ43	A0AAD5UZ43_9APHY	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 NLI96_g8332	Meripilus lineatus	2056292	575	unreviewed	3.0	A0AAD5UZ43;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Polyporales (order), Meripilaceae (family), Meripilus (genus)	Agaricomycotina	Agaricomycetes	Polyporales	Meripilaceae	Meripilus
A0AAW0AJD0	A0AAW0AJD0_9AGAR	ATP-dependent DNA helicase (EC 5.6.2.3)	R3P38DRAFT_1557447	Favolaschia claudopus	2862362	244	unreviewed	3.0	A0AAW0AJD0;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Marasmiineae (suborder), Mycenaceae (family), Favolaschia (genus)	Agaricomycotina	Agaricomycetes	Agaricales	Mycenaceae	Favolaschia
A0ABP1CKG6	A0ABP1CKG6_9APHY	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 GFSPODELE1_LOCUS1081	Somion occarium	3059160	602	unreviewed	3.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Polyporales (order), Cerrenaceae (family), Somion (genus)	Agaricomycotina	Agaricomycetes	Polyporales	Cerrenaceae	Somion
A0ABP1CNA1	A0ABP1CNA1_9APHY	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 GFSPODELE1_LOCUS1081	Somion occarium	3059160	598	unreviewed	3.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Polyporales (order), Cerrenaceae (family), Somion (genus)	Agaricomycotina	Agaricomycetes	Polyporales	Cerrenaceae	Somion
A0ACC1P622	A0ACC1P622_9APHY	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 NUW54_g9433	Trametes sanguinea	158606	586	unreviewed	3.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Polyporales (order), Polyporaceae (family), Trametes (genus)	Agaricomycotina	Agaricomycetes	Polyporales	Polyporaceae	Trametes
V2XWW7	V2XWW7_MONRO	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 Moror_294	Moniliophthora roreri (strain MCA 2997) (Cocoa frosty pod rot fungus) (Crinipellis roreri)	1381753	650	unreviewed	3.0	V2XWW7;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Marasmiineae (suborder), Marasmiaceae (family), Moniliophthora (genus), Moniliophthora roreri (species)	Agaricomycotina	Agaricomycetes	Agaricales	Marasmiaceae	Moniliophthora
A0A0K6GA87	A0A0K6GA87_9AGAM	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 RSOLAG22IIIB_11801	Rhizoctonia solani	456999	534	unreviewed	3.0	A0A0K6GA87;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Cantharellales (order), Ceratobasidiaceae (family), Rhizoctonia (genus)	Agaricomycotina	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia
A0A0M9VP57	A0A0M9VP57_9BASI	ATP-dependent DNA helicase (EC 5.6.2.3)	Malapachy_4091	Malassezia pachydermatis	77020	531	unreviewed	3.0	A0A0M9VP57;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Ustilaginomycotina (subphylum), Malasseziomycetes (class), Malasseziales (order), Malasseziaceae (family), Malassezia (genus)	Ustilaginomycotina	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
A0A2S4U9E2	A0A2S4U9E2_9BASI	ATP-dependent DNA helicase (EC 5.6.2.3)	PSTT_17136	Puccinia striiformis	27350	290	unreviewed	3.0	A0A2S4U9E2;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Pucciniomycotina (subphylum), Pucciniomycetes (class), Pucciniales (order), Pucciniaceae (family), Puccinia (genus)	Pucciniomycotina	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia
A0A4Y9YSR9	A0A4Y9YSR9_9AGAM	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 EVG20_g5898	Dentipellis fragilis	205917	564	unreviewed	3.0	A0A4Y9YSR9;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Russulales (order), Hericiaceae (family), Dentipellis (genus)	Agaricomycotina	Agaricomycetes	Russulales	Hericiaceae	Dentipellis
A0A8H7DCL8	A0A8H7DCL8_9AGAR	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 MSAN_00783100	Mycena sanguinolenta	230812	550	unreviewed	3.0	A0A8H7DCL8;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Marasmiineae (suborder), Mycenaceae (family), Mycena (genus)	Agaricomycotina	Agaricomycetes	Agaricales	Mycenaceae	Mycena
A0A9P8AFI1	A0A9P8AFI1_9AGAR	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 E1B28_001400	Marasmius oreades (fairy-ring Marasmius)	181124	676	unreviewed	3.0	A0A9P8AFI1;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Marasmiineae (suborder), Marasmiaceae (family), Marasmius (genus)	Agaricomycotina	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius
A0AAD2HW46	A0AAD2HW46_9AGAR	ATP-dependent DNA helicase (EC 5.6.2.3)	MYCIT1_LOCUS35619	Mycena citricolor	2018698	1524	unreviewed	3.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Marasmiineae (suborder), Mycenaceae (family), Mycena (genus)	Agaricomycotina	Agaricomycetes	Agaricales	Mycenaceae	Mycena
A0AAD3TX07	A0AAD3TX07_9TREE	ATP-dependent DNA helicase (EC 5.6.2.3)	PIF1 CspeluHIS016_0503960	Cutaneotrichosporon spelunceum	1672016	533	unreviewed	3.0	A0AAD3TX07;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Tremellomycetes (class), Trichosporonales (order), Trichosporonaceae (family), Cutaneotrichosporon (genus)	Agaricomycotina	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon
A0AAJ8MTR6	A0AAJ8MTR6_9TREE	ATP-dependent DNA helicase (EC 5.6.2.3)	I206_107340	Kwoniella pini CBS 10737	1296096	622	unreviewed	3.0	A0AAJ8MTR6;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Tremellomycetes (class), Tremellales (order), Cryptococcaceae (family), Kwoniella (genus), Kwoniella pini (species)	Agaricomycotina	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella
A0ABQ0KXJ8	A0ABQ0KXJ8_MYCCL	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 MCHLO_01355	Mycena chlorophos (Agaric fungus) (Agaricus chlorophos)	658473	579	unreviewed	3.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Marasmiineae (suborder), Mycenaceae (family), Mycena (genus)	Agaricomycotina	Agaricomycetes	Agaricales	Mycenaceae	Mycena
E3K7N8	E3K7N8_PUCGT	ATP-dependent DNA helicase (EC 5.6.2.3)	PGTG_06292	Puccinia graminis f. sp. tritici (strain CRL 75-36-700-3 / race SCCL) (Black stem rust fungus)	418459	1224	unreviewed	3.0	E3K7N8;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Pucciniomycotina (subphylum), Pucciniomycetes (class), Pucciniales (order), Pucciniaceae (family), Puccinia (genus), Puccinia graminis (species), Puccinia graminis f. sp. tritici (no rank)	Pucciniomycotina	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia
F4R792	F4R792_MELLP	ATP-dependent DNA helicase (EC 5.6.2.3)	MELLADRAFT_91133	Melampsora larici-populina (strain 98AG31 / pathotype 3-4-7) (Poplar leaf rust fungus)	747676	551	unreviewed	3.0	F4R792;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Pucciniomycotina (subphylum), Pucciniomycetes (class), Pucciniales (order), Melampsoraceae (family), Melampsora (genus), Melampsora laricis-populina (species)	Pucciniomycotina	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora
A0A0B7FYW5	A0A0B7FYW5_THACB	ATP-dependent DNA helicase (EC 5.6.2.3)	amlB RSOLAG1IB_10564	Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14) (Lettuce bottom rot fungus) (Rhizoctonia solani)	1108050	975	unreviewed	3.0	A0A0B7FYW5;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Cantharellales (order), Ceratobasidiaceae (family), Rhizoctonia (genus), Rhizoctonia solani (species), Rhizoctonia solani AG-1 (no rank)	Agaricomycotina	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia
A0A1J8Q704	A0A1J8Q704_9AGAM	ATP-dependent DNA helicase (EC 5.6.2.3)	AZE42_04769	Rhizopogon vesiculosus	180088	546	unreviewed	3.0	A0A1J8Q704;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Boletales (order), Suillineae (suborder), Rhizopogonaceae (family), Rhizopogon (genus)	Agaricomycotina	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon
A0A1M2VH00	A0A1M2VH00_TRAPU	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 TRAPUB_2343	Trametes pubescens (White-rot fungus)	154538	576	unreviewed	3.0	A0A1M2VH00;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Polyporales (order), Polyporaceae (family), Trametes (genus)	Agaricomycotina	Agaricomycetes	Polyporales	Polyporaceae	Trametes
A0A1Q3E2E1	A0A1Q3E2E1_LENED	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 LENED_003011	Lentinula edodes (Shiitake mushroom) (Lentinus edodes)	5353	597	unreviewed	3.0	A0A1Q3E2E1;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Marasmiineae (suborder), Omphalotaceae (family), Lentinula (genus)	Agaricomycotina	Agaricomycetes	Agaricales	Omphalotaceae	Lentinula
A0A2X0N0F9	A0A2X0N0F9_9BASI	ATP-dependent DNA helicase (EC 5.6.2.3)	BQ5605_C006g04180 BQ5605_C006G04180	Microbotryum silenes-dioicae	796604	2034	unreviewed	3.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Pucciniomycotina (subphylum), Microbotryomycetes (class), Microbotryales (order), Microbotryaceae (family), Microbotryum (genus)	Pucciniomycotina	Microbotryomycetes	Microbotryales	Microbotryaceae	Microbotryum
A0A401GWV5	A0A401GWV5_9APHY	ATP-dependent DNA helicase (EC 5.6.2.3)	SCP_0905430	Sparassis crispa	139825	414	unreviewed	3.0	A0A401GWV5;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Polyporales (order), Sparassidaceae (family), Sparassis (genus)	Agaricomycotina	Agaricomycetes	Polyporales	Sparassidaceae	Sparassis
A0A8H5FHN3	A0A8H5FHN3_9AGAR	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 D9611_003448	Ephemerocybe angulata	980116	648	unreviewed	3.0	A0A8H5FHN3;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Agaricineae (suborder), Psathyrellaceae (family), Ephemerocybe (genus)	Agaricomycotina	Agaricomycetes	Agaricales	Psathyrellaceae	Ephemerocybe
A0A9P3UKB6	A0A9P3UKB6_LYOSH	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 LshimejAT787_0307910	Lyophyllum shimeji (Hon-shimeji) (Tricholoma shimeji)	47721	677	unreviewed	3.0	A0A9P3UKB6;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Tricholomatineae (suborder), Lyophyllaceae (family), Lyophyllum (genus)	Agaricomycotina	Agaricomycetes	Agaricales	Lyophyllaceae	Lyophyllum
A0ABQ0KZW2	A0ABQ0KZW2_MYCCL	ATP-dependent DNA helicase (EC 5.6.2.3)	MCHLO_01930	Mycena chlorophos (Agaric fungus) (Agaricus chlorophos)	658473	2453	unreviewed	3.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Marasmiineae (suborder), Mycenaceae (family), Mycena (genus)	Agaricomycotina	Agaricomycetes	Agaricales	Mycenaceae	Mycena
A0ACB7J0F3	A0ACB7J0F3_PLECO	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 CCMSSC00406_0004352	Pleurotus cornucopiae (Cornucopia mushroom)	5321	1770	unreviewed	3.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Pleurotineae (suborder), Pleurotaceae (family), Pleurotus (genus)	Agaricomycotina	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus
A0ACC1QDJ0	A0ACC1QDJ0_9APHY	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 NUW54_g275	Trametes sanguinea	158606	714	unreviewed	3.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Polyporales (order), Polyporaceae (family), Trametes (genus)	Agaricomycotina	Agaricomycetes	Polyporales	Polyporaceae	Trametes
A0ACC1T3Q8	A0ACC1T3Q8_9APHY	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 NM688_g4082	Phlebia brevispora	194682	1246	unreviewed	3.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Polyporales (order), Meruliaceae (family), Phlebia (genus)	Agaricomycotina	Agaricomycetes	Polyporales	Meruliaceae	Phlebia
A0ACC1T620	A0ACC1T620_9APHY	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 NM688_g3284	Phlebia brevispora	194682	762	unreviewed	3.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Polyporales (order), Meruliaceae (family), Phlebia (genus)	Agaricomycotina	Agaricomycetes	Polyporales	Meruliaceae	Phlebia
A8PUE9	A8PUE9_MALGO	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 MGL_0671	Malassezia globosa (strain ATCC MYA-4612 / CBS 7966) (Dandruff-associated fungus)	425265	546	unreviewed	3.0	A8PUE9;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Ustilaginomycotina (subphylum), Malasseziomycetes (class), Malasseziales (order), Malasseziaceae (family), Malassezia (genus), Malassezia globosa (species)	Ustilaginomycotina	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
J4H1T8	J4H1T8_9APHY	ATP-dependent DNA helicase PIF1 (EC 5.6.2.3) (DNA 5'-3' helicase PIF1) (DNA repair and recombination helicase PIF1)	PIF1 FIBRA_02379	Fibroporia radiculosa	599839	634	unreviewed	3.0	J4H1T8;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Polyporales (order), Fibroporiaceae (family), Fibroporia (genus)	Agaricomycotina	Agaricomycetes	Polyporales	Fibroporiaceae	Fibroporia
A0A060S6S4	A0A060S6S4_PYCCI	ATP-dependent DNA helicase (EC 5.6.2.3)	BN946_scf184884.g60	Pycnoporus cinnabarinus (Cinnabar-red polypore) (Trametes cinnabarina)	5643	1234	unreviewed	2.0	A0A060S6S4;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Polyporales (order), Polyporaceae (family), Trametes (genus)	Agaricomycotina	Agaricomycetes	Polyporales	Polyporaceae	Trametes
A0A060SP05	A0A060SP05_PYCCI	ATP-dependent DNA helicase (EC 5.6.2.3)	BN946_scf184672.g4	Pycnoporus cinnabarinus (Cinnabar-red polypore) (Trametes cinnabarina)	5643	583	unreviewed	2.0	A0A060SP05;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Polyporales (order), Polyporaceae (family), Trametes (genus)	Agaricomycotina	Agaricomycetes	Polyporales	Polyporaceae	Trametes
A0A067LZ27	A0A067LZ27_BOTB1	ATP-dependent DNA helicase (EC 5.6.2.3)	BOTBODRAFT_85219	Botryobasidium botryosum (strain FD-172 SS1)	930990	144	unreviewed	2.0	A0A067LZ27;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Cantharellales (order), Botryobasidiaceae (family), Botryobasidium (genus), Botryobasidium botryosum (species)	Agaricomycotina	Agaricomycetes	Cantharellales	Botryobasidiaceae	Botryobasidium
A0A067TE89	A0A067TE89_GALM3	ATP-dependent DNA helicase (EC 5.6.2.3)	GALMADRAFT_61611	Galerina marginata (strain CBS 339.88)	685588	203	unreviewed	2.0	A0A067TE89;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Agaricineae (suborder), Strophariaceae (family), Galerina (genus), Galerina marginata (species)	Agaricomycotina	Agaricomycetes	Agaricales	Strophariaceae	Galerina
A0A067TTQ8	A0A067TTQ8_GALM3	ATP-dependent DNA helicase (EC 5.6.2.3)	GALMADRAFT_17474	Galerina marginata (strain CBS 339.88)	685588	159	unreviewed	2.0	A0A067TTQ8;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Agaricineae (suborder), Strophariaceae (family), Galerina (genus), Galerina marginata (species)	Agaricomycotina	Agaricomycetes	Agaricales	Strophariaceae	Galerina
