tip_label	accession	taxid	organism	group	role	gene	core_from	core_to	full_len	core_len
A0AAU9E3U3_Helicovermis	A0AAU9E3U3	3065157	Helicovermis profundi	bac		recQ	400	513	607	114
A0ABM8FN31_Hydrogenimonas	A0ABM8FN31	2993563	Hydrogenimonas cancrithermarum	bac		recQ	400	511	607	112
A0ABT7M0L7_Geitlerinema	A0ABT7M0L7	2922238	Geitlerinema calcuttense NRMC-F 0142	bac		recQ	404	517	727	114
A1AN54_Pelobacter	A1AN54	338966	Pelobacter propionicus (strain DSM 2379 / NBRC 103807 / OttBd1)	bac		Ppro_1151	398	511	714	114
A5G9H1_Geotalea	A5G9H1	351605	Geotalea uraniireducens (strain Rf4) (Geobacter uraniireducens)	bac		Gura_4296	399	511	715	113
A9B0G6_Herpetosiphon	A9B0G6	316274	Herpetosiphon aurantiacus (strain ATCC 23779 / DSM 785 / 114-95)	bac		Haur_4553	680	780	864	101
B8KS26_Luminiphilus	B8KS26	565045	Luminiphilus syltensis NOR5-1B	bac		recQ	415	528	612	114
C0GGZ5_Dethiobacter	C0GGZ5	555088	Dethiobacter alkaliphilus AHT 1	bac		DealDRAFT_1754	402	515	591	114
C6XQJ7_Hirschia	C6XQJ7	582402	Hirschia baltica (strain ATCC 49814 / DSM 5838 / IFAM 1418)	bac		Hbal_0909	422	537	629	116
E1WZQ0_Halobacteriovorax	E1WZQ0	862908	Halobacteriovorax marinus (strain ATCC BAA-682 / DSM 15412 / SJ) (Bacteriovorax marinus)	bac		BMS_1370	423	533	637	111
F3YVH7_Desulfocurvibacter	F3YVH7	690850	Desulfocurvibacter africanus subsp. africanus str. Walvis Bay	bac		Desaf_0209	432	545	769	114
F7Q0P7_Haloplasma	F7Q0P7	1033810	Haloplasma contractile SSD-17B	bac		recQ	398	511	716	114
G4R7V5_Pelagibacterium	G4R7V5	1082931	Pelagibacterium halotolerans (strain DSM 22347 / JCM 15775 / CGMCC 1.7692 / B2)	bac		KKY_205	427	540	629	114
G7GWB9_Gordonia	G7GWB9	1075090	Gordonia amarae NBRC 15530	bac		recQ	446	560	652	115
H6LKN8_Acetobacterium	H6LKN8	931626	Acetobacterium woodii (strain ATCC 29683 / DSM 1030 / JCM 2381 / KCTC 1655 / WB1)	bac		recQ	400	513	739	114
K0B373_Gottschalkia	K0B373	1128398	Gottschalkia acidurici (strain ATCC 7906 / DSM 604 / BCRC 14475 / CIP 104303 / KCTC 5404 / NCIMB 10678 / 9a) (Clostridium acidurici)	bac		recQ	400	513	734	114
K0YJX6_Slackia	K0YJX6	742818	Slackia piriformis YIT 12062	bac		HMPREF9451_01287	496	608	716	113
K9W4C4_Crinalium	K9W4C4	1173022	Crinalium epipsammum PCC 9333	bac		Cri9333_4247	404	517	728	114
K9YMT5_Cyanobacterium	K9YMT5	292563	Cyanobacterium stanieri (strain ATCC 29140 / PCC 7202)	bac		Cyast_1821	401	514	713	114
Q2SQJ7_Hahella	Q2SQJ7	349521	Hahella chejuensis (strain KCTC 2396)	bac		recQ	406	518	603	113
Q7NHA8_Gloeobacter	Q7NHA8	251221	Gloeobacter violaceus (strain ATCC 29082 / PCC 7421)	bac		recQ	417	530	746	114
V5SG65_Hyphomicrobium	V5SG65	1029756	Hyphomicrobium nitrativorans NL23	bac		W911_11870	440	553	749	114
A0A0J8J7J7_Listeria	A0A0J8J7J7	1430899	Listeria fleischmannii 1991	bac		X560_0903	399	512	594	114
A0A0K1S9Z4_Microcystis	A0A0K1S9Z4	1638788	Microcystis panniformis FACHB-1757	bac		VL20_6176	405	517	703	113
A0A0K2SM57_Limnochorda	A0A0K2SM57	1555112	Limnochorda pilosa	bac		LIP_2350	399	511	591	113
A0A0M2R747_Kiloniella	A0A0M2R747	1549748	Kiloniella litopenaei	bac		WH95_16575	406	519	613	114
A0A0S7C321_Lentimicrobium	A0A0S7C321	1678841	Lentimicrobium saccharophilum	bac		TBC1_111740	407	520	731	114
A0A1B1S8G6_Muribaculum	A0A1B1S8G6	1796646	Muribaculum intestinale	bac		A4V02_04770	405	518	727	114
A0A1B1YWJ2_Immundisolibacter	A0A1B1YWJ2	1810504	Immundisolibacter cernigliae	bac		PG2T_13485	399	512	602	114
A0A1E5Q5E1_Magnetovibrio	A0A1E5Q5E1	28181	Magnetovibrio blakemorei	bac		BEN30_14750	395	508	601	114
A0A1G6UFB1_Kordiimonas	A0A1G6UFB1	637679	Kordiimonas lacus	bac		SAMN04488071_0571	405	517	605	113
A0A1H1LQ87_Nocardioides	A0A1H1LQ87	642780	Nocardioides scoriae	bac		SAMN04488570_0291	407	523	618	117
A0A1I0HCG4_Enterocloster	A0A1I0HCG4	460384	Enterocloster lavalensis	bac		SAMN05216313_11587	406	519	886	114
A0A1I4U1N9_Nitrosomonas	A0A1I4U1N9	52442	Nitrosomonas nitrosa	bac		SAMN05421880_13711	440	552	648	113
A0A1I6GRU5_Marinobacter	A0A1I6GRU5	650891	Marinobacter daqiaonensis	bac		SAMN05216203_0415	442	555	657	114
A0A1J1E810_Ichthyobacterium	A0A1J1E810	242600	Ichthyobacterium seriolicida	bac		JBKA6_1465	414	527	733	114
A0A1Y1CHA2_Labilibaculum	A0A1Y1CHA2	1717717	Labilibaculum antarcticum	bac		ALGA_1320	403	515	725	113
A0A1Y2K045_Magnetofaba	A0A1Y2K045	1434232	Magnetofaba australis IT-1	bac		MAIT1_00539	411	523	623	113
A0A1Z3HP71_Halomicronema	A0A1Z3HP71	1641165	Halomicronema hongdechloris C2206	bac		crhR_2	430	543	757	114
A0A1Z4JK93_Leptolyngbya	A0A1Z4JK93	1973484	Leptolyngbya boryana NIES-2135	bac		NIES2135_40200	455	571	793	117
A0A1Z5IB58_Secundilactobacillus	A0A1Z5IB58	1435342	Secundilactobacillus mixtipabuli	bac		recQ_1	418	530	611	113
A0A222P3A2_Legionella	A0A222P3A2	1867846	Legionella clemsonensis	bac		recQ	435	546	639	112
A0A2K9LLV7_Ketobacter	A0A2K9LLV7	1917421	Ketobacter alkanivorans	bac		recQ	399	512	600	114
A0A2K9P3A5_Monoglobus	A0A2K9P3A5	1981510	Monoglobus pectinilyticus	bac		B9O19_01574	408	524	609	117
A0A2S6I9X4_Neolewinella	A0A2S6I9X4	1514080	Neolewinella xylanilytica	bac		CLV84_1269	396	509	739	114
A0A2T0K7F4_Actinoplanes	A0A2T0K7F4	113567	Actinoplanes italicus	bac		CLV67_11182	399	515	833	117
A0A2U2AG72_Ignatzschineria	A0A2U2AG72	472582	Ignatzschineria ureiclastica	bac		recQ	411	524	609	114
A0A328C4V4_Lujinxingia	A0A328C4V4	2211119	Lujinxingia litoralis	bac		DL240_17320	514	619	773	106
A0A330LU72_Moritella	A0A330LU72	69539	Moritella yayanosii	bac		recQ	404	517	606	114
A0A4D7JNS5_Mangrovivirga	A0A4D7JNS5	2715131	Mangrovivirga cuniculi	bac		recQ	405	517	732	113
A0A4Q7Z566_Fluviicoccus	A0A4Q7Z566	1435465	Fluviicoccus keumensis	bac		EV700_1634	414	527	738	114
A0A4R1MZM1_Natranaerovirga	A0A4R1MZM1	680378	Natranaerovirga hydrolytica	bac		EDC19_1067	401	514	728	114
A0A4R6XG62_Marinicella	A0A4R6XG62	644220	Marinicella litoralis	bac		C8D91_2279	399	512	704	114
A0A4R7C9V9_Enterovirga	A0A4R7C9V9	1339210	Enterovirga rhinocerotis	bac		EV668_1431	443	556	692	114
A0A4R8CKJ6_Kribbella	A0A4R8CKJ6	2512112	Kribbella pratensis	bac		EV653_1003	443	559	647	117
A0A4S3K1U9_Panacagrimonas	A0A4S3K1U9	381431	Panacagrimonas perspica	bac		DFR24_0243	425	540	764	116
A0A518B383_Kolteria	A0A518B383	2527975	Kolteria novifilia	bac		recQ	589	692	820	104
A0A5B8XTA7_Microvenator	A0A5B8XTA7	2600177	Microvenator marinus	bac		FRD01_14070	511	618	622	108
A0A5B9VXF0_Aquisphaera	A0A5B9VXF0	406548	Aquisphaera giovannonii	bac		recQ_1	597	703	1010	107
A0A5C5ZET5_Posidoniimonas	A0A5C5ZET5	2528002	Posidoniimonas polymericola	bac		recQ	426	535	745	110
A0A5C6VAD8_Luteibaculum	A0A5C6VAD8	1294296	Luteibaculum oceani	bac		recQ	405	517	727	113
A0A7G9SLR6_Thermomonas	A0A7G9SLR6	1463158	Thermomonas carbonis	bac		recQ	676	789	882	114
A0A7K0DB25_Nocardia	A0A7K0DB25	2585198	Nocardia macrotermitis	bac		dbpA_2	424	540	841	117
A0A7W6GDY6_Hansschlegelia	A0A7W6GDY6	1133344	Hansschlegelia beijingensis	bac		GGR24_000141	416	529	614	114
A0A7W9FLY0_Prosthecomicrobium	A0A7W9FLY0	81895	Prosthecomicrobium pneumaticum	bac		GGQ63_002154	401	513	607	113
A0A846MY21_Rhizomicrobium	A0A846MY21	189966	Rhizomicrobium palustre	bac		FHS83_001816	404	517	602	114
A0A847SA81_Leeia	A0A847SA81	2725557	Leeia aquatica	bac		recQ	397	510	711	114
A0A8D5G8Q3_Methyloradius	A0A8D5G8Q3	2778876	Methyloradius palustris	bac		recQ	409	522	611	114
A0A8J7B7I7_Lusitaniella	A0A8J7B7I7	945747	Lusitaniella coriacea LEGE 07157	bac		recQ	404	517	709	114
A0A917DQX9_Emticicia	A0A917DQX9	1537369	Emticicia aquatilis	bac		GCM10011514_25480	403	577	793	175
A0A9W6GVJ7_Methylocystis	A0A9W6GVJ7	29468	Methylocystis echinoides	bac		LMG27198_28900	454	567	652	114
A0AA41YVL1_Lichenifustis	A0AA41YVL1	2949735	Lichenifustis flavocetrariae	bac		recQ	401	513	602	113
A0AA96JX60_Nitrospira	A0AA96JX60	3020900	Candidatus Nitrospira allomarina	bac		recQ	417	534	811	118
A0AAE3L0Q8_Methylohalomonas	A0AAE3L0Q8	398773	Methylohalomonas lacus	bac		J2T55_000013	408	521	615	114
A0AAE3MCJ9_Plebeiibacterium	A0AAE3MCJ9	2992111	Plebeiibacterium marinum	bac		recQ	428	540	751	113
A0AAJ3HUH0_Proteus	A0AAJ3HUH0	1354271	Proteus hauseri ATCC 700826	bac		M997_0547	406	518	609	113
A0AAP6JEL8_Natronospira	A0AAP6JEL8	3110268	Natronospira elongata	bac		recQ	400	513	713	114
A0AAU0MZL6_Microbulbifer	A0AAU0MZL6	407164	Microbulbifer pacificus	bac		recQ	419	532	630	114
A0AAU9CAC9_Methylomarinovum	A0AAU9CAC9	438856	Methylomarinovum caldicuralii	bac		MIT9_P1032	397	510	601	114
A0AAV5B1F1_Granulimonas	A0AAV5B1F1	2894155	Granulimonas faecalis	bac		recQ	427	540	631	114
A0ABD4T3X6_Lyngbya	A0ABD4T3X6	1574623	Lyngbya confervoides BDU141951	bac		recQ	419	532	740	114
A0ABT1NAS2_Lutispora	A0ABT1NAS2	3024236	Lutispora saccharofermentans	bac		recQ	406	519	606	114
A0ABT2N143_Laspinema	A0ABT2N143	2953688	Laspinema olomoucense D3b	bac		recQ	412	525	839	114
A1ZJ89_Microscilla	A1ZJ89	313606	Microscilla marina ATCC 23134	bac		M23134_00509	401	514	728	114
A6DR32_Lentisphaera	A6DR32	313628	Lentisphaera araneosa HTCC2155	bac		LNTAR_07754	573	681	770	109
A6FYZ2_Plesiocystis	A6FYZ2	391625	Plesiocystis pacifica SIR-1	bac		PPSIR1_30065	483	596	691	114
A8MFY8_Alkaliphilus	A8MFY8	350688	Alkaliphilus oremlandii (strain OhILAs) (Clostridium oremlandii (strain OhILAs))	bac		Clos_0979	400	513	745	114
D0LUH4_Haliangium	D0LUH4	502025	Haliangium ochraceum (strain DSM 14365 / JCM 11303 / SMP-2)	bac		Hoch_6833	503	602	708	100
D1AI20_Sebaldella	D1AI20	526218	Sebaldella termitidis (strain ATCC 33386 / NCTC 11300)	bac		Sterm_1545	399	511	592	113
D6U7T3_Ktedonobacter	D6U7T3	485913	Ktedonobacter racemifer DSM 44963	bac		Krac_0473	403	516	739	114
E4TL45_Marivirga	E4TL45	643867	Marivirga tractuosa (strain ATCC 23168 / DSM 4126 / NBRC 15989 / NCIMB 1408 / VKM B-1430 / H-43) (Microscilla tractuosa) (Flexibacter tractuosus)	bac		Ftrac_3348	401	513	725	113
F5S907_Kingella	F5S907	887327	Kingella kingae ATCC 23330	bac		recQ	422	535	819	114
G0A4G9_Methylomonas	G0A4G9	857087	Methylomonas methanica (strain DSM 25384 / MC09)	bac		Metme_3185	426	539	734	114
K2K1Q1_Idiomarina	K2K1Q1	740709	Idiomarina xiamenensis 10-D-4	bac		A10D4_11681	418	529	624	112
N1VW30_Leptospira	N1VW30	1257025	Leptospira terpstrae serovar Hualin str. LT 11-33 = ATCC 700639	bac		LEP1GSC203_2988	455	537	636	83
Q0AQ55_Maricaulis	Q0AQ55	394221	Maricaulis maris (strain MCS10) (Caulobacter maris)	bac		Mmar10_1290	413	526	616	114
Q0EW04_Mariprofundus	Q0EW04	314345	Mariprofundus ferrooxydans PV-1	bac		SPV1_12977	405	514	724	110
Q2VZB7_Paramagnetospirillum	Q2VZB7	342108	Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1) (Magnetospirillum magneticum)	bac		amb4254	407	519	620	113
Q89XR5_Bradyrhizobium	Q89XR5	224911	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	bac		recQ	463	575	670	113
Q9CL21_Pasteurella	Q9CL21	272843	Pasteurella multocida (strain Pm70)	bac		recQ	419	532	632	114
A0A017T6V9_Chondromyces	A0A017T6V9	1192034	Chondromyces apiculatus (strain DSM 436 / NBRC 100084 / Cm a2)	bac		CAP_4585	493	603	803	111
A0A060RBR6_Mucinivorans	A0A060RBR6	1433126	Mucinivorans hirudinis	bac		BN938_2972	431	544	758	114
A0A0L8V5X6_Sunxiuqinia	A0A0L8V5X6	1409788	Sunxiuqinia dokdonensis	bac		NC99_33400	402	514	728	113
A0A0S2KAC8_Pseudohongiella	A0A0S2KAC8	1249552	Pseudohongiella spirulinae	bac		PS2015_557	402	515	606	114
A0A0U5JD95_CandidatusProtochlamydia	A0A0U5JD95	389348	Candidatus Protochlamydia naegleriophila	bac		recQ	407	520	725	114
A0A154WGD0_Oceanibaculum	A0A154WGD0	580166	Oceanibaculum pacificum	bac		AUP43_04325	408	521	611	114
A0A160MXF8_Dyella	A0A160MXF8	445710	Dyella thiooxydans	bac		ATSB10_00130	431	544	636	114
A0A1E3GTK6_Methylophaga	A0A1E3GTK6	291169	Methylophaga muralis	bac		recQ	403	516	708	114
A0A1G9DR13_Lacicoccus	A0A1G9DR13	576118	Lacicoccus qingdaonensis	bac		SAMN05216216_106107	398	509	608	112
A0A1H2VWM2_Litoreibacter	A0A1H2VWM2	670155	Litoreibacter albidus	bac		SAMN04488001_1638	430	543	712	114
A0A1H4F9C9_Lonsdalea	A0A1H4F9C9	71657	Lonsdalea quercina	bac		SAMN02982996_02945	427	539	628	113
A0A1H9GVG2_Amphritea	A0A1H9GVG2	355243	Amphritea atlantica	bac		SAMN03080615_01916	412	525	725	114
A0A1I0M9G4_Roseivirga	A0A1I0M9G4	1267423	Roseivirga pacifica	bac		SAMN05216290_0188	403	515	732	113
A0A1N7MP06_Insolitispirillum	A0A1N7MP06	80876	Insolitispirillum peregrinum	bac		SAMN05421779_104248	399	512	605	114
A0A1Y0I7P6_Oleiphilus	A0A1Y0I7P6	141451	Oleiphilus messinensis	bac		OLMES_1345	403	515	607	113
A0A1Y1SA27_Oceanococcus	A0A1Y1SA27	1317117	Oceanococcus atlanticus	bac		ATO7_15417	408	521	609	114
A0A1Y6B6C5_Tistlia	A0A1Y6B6C5	560819	Tistlia consotensis USBA 355	bac		SAMN05428998_101685	423	535	631	113
A0A239FM01_Ekhidna	A0A239FM01	447679	Ekhidna lutea	bac		SAMN05421640_0731	420	534	746	115
A0A259U183_Rubricoccus	A0A259U183	716817	Rubricoccus marinus	bac		BSZ36_11685	522	631	733	110
A0A290QFV6_Nibricoccus	A0A290QFV6	2576891	Nibricoccus aquaticus	bac		recQ	450	566	660	117
A0A2H3LBU9_CandidatusChloroploca	A0A2H3LBU9	1506545	Candidatus Chloroploca asiatica	bac		A9Q02_01385	826	922	923	97
A0A2H6LK08_Nostoc	A0A2H6LK08	1861711	Nostoc cycadae WK-1	bac		NCWK1_3311	419	532	733	114
A0A2N3IHP7_Raineya	A0A2N3IHP7	2016530	Raineya orbicola	bac		Rain11_1161	403	516	731	114
A0A2P7N1Z4_Cyanobium	A0A2P7N1Z4	2116684	Cyanobium usitatum str. Tous	bac		recQ	406	521	621	116
A0A2S6N4S9_Rhodoblastus	A0A2S6N4S9	333368	Rhodoblastus sphagnicola	bac		CCR94_14915	400	513	606	114
A0A2S7U294_Rubritalea	A0A2S7U294	1658618	Rubritalea profundi	bac		BSZ32_09110	408	521	730	114
A0A2T4I8M9_Edaphosphingomonas	A0A2T4I8M9	114404	Edaphosphingomonas fennica	bac		recQ	395	506	589	112
A0A2V4EST3_Gilliamella	A0A2V4EST3	1196095	Gilliamella apicola	bac		recQ	400	513	609	114
A0A316FQ60_Pleionea	A0A316FQ60	523701	Pleionea mediterranea	bac		C8D97_106111	425	538	727	114
A0A366FPF1_Roseiarcus	A0A366FPF1	1473586	Roseiarcus fermentans	bac		DFR50_10583	404	516	604	113
A0A368N7F3_Corallincola	A0A368N7F3	2282215	Corallincola holothuriorum	bac		recQ	422	535	620	114
A0A3A1Y6V4_Psittacicella	A0A3A1Y6V4	2028575	Psittacicella hinzii	bac		CKF54_03645	744	798	886	55
A0A3D9FGT6_Parasphingopyxis	A0A3D9FGT6	680125	Parasphingopyxis lamellibrachiae	bac		DFR46_2064	408	519	601	112
A0A3M3EZE3_Pseudomonas	A0A3M3EZE3	47879	Pseudomonas corrugata	bac		ALQ77_05084	471	584	780	114
A0A4D7B4R5_Phreatobacter	A0A4D7B4R5	1940610	Phreatobacter stygius	bac		recQ	414	527	619	114
A0A4R2PFB7_Rhodothalassium	A0A4R2PFB7	1188247	Rhodothalassium salexigens DSM 2132	bac		EV659_1065	412	525	613	114
A0A512NKP6_Reyranella	A0A512NKP6	1230389	Reyranella soli	bac		RSO01_66870	402	514	610	113
A0A563VM65_Hyella	A0A563VM65	945734	Hyella patelloides LEGE 07179	bac		recQ	406	519	710	114
A0A5B2V3M0_Salinarimonas	A0A5B2V3M0	1638099	Salinarimonas soli	bac		recQ	401	512	604	112
A0A5C1E8J0_Oryzomicrobium	A0A5C1E8J0	1735038	Oryzomicrobium terrae	bac		recQ	436	549	639	114
A0A5C5Y6I5_Crateriforma	A0A5C5Y6I5	2527996	Crateriforma conspicua	bac		recQ_2	609	717	963	109
A0A5P8E414_Pseudoprevotella	A0A5P8E414	2133944	Pseudoprevotella muciniphila	bac		C7Y71_000870	473	585	797	113
A0A6C2UIP6_Pontiella	A0A6C2UIP6	2750658	Pontiella sulfatireligans	bac		recQ_2	399	512	720	114
A0A6G4W7U8_Allomesorhizobium	A0A6G4W7U8	475069	Allomesorhizobium camelthorni	bac		recQ	398	511	687	114
A0A6M8B8Y0_Thermoleptolyngbya	A0A6M8B8Y0	2737172	Thermoleptolyngbya sichuanensis A183	bac		recQ	408	520	763	113
A0A6N6M9K4_Salibacter	A0A6N6M9K4	1803916	Salibacter halophilus	bac		F3059_04340	407	519	731	113
A0A6N6RDW4_Phaeocystidibacter	A0A6N6RDW4	911197	Phaeocystidibacter luteus	bac		recQ	404	517	724	114
A0A7G9W8R1_Alkalicella	A0A7G9W8R1	2731377	Alkalicella caledoniensis	bac		recQ	400	513	726	114
A0A7H0VFX7_Croceimicrobium	A0A7H0VFX7	2761580	Croceimicrobium hydrocarbonivorans	bac		recQ	408	521	732	114
A0A7S6REX1_Anabaenopsis	A0A7S6REX1	2779889	Anabaenopsis elenkinii CCIBt3563	bac		recQ	404	517	721	114
A0A7X1AYQ1_Puniceicoccus	A0A7X1AYQ1	388746	Puniceicoccus vermicola	bac		H5P30_06265	490	608	704	119
A0A7X1EAN2_Pelagicoccus	A0A7X1EAN2	415222	Pelagicoccus albus	bac		recQ	402	519	616	118
A0A7X4YNJ0_Paenibacillus	A0A7X4YNJ0	742054	Paenibacillus sacheonensis	bac		recQ	401	513	761	113
A0A8J2V6S6_Aquisalinus	A0A8J2V6S6	1526572	Aquisalinus flavus	bac		GCM10011342_01190	419	530	620	112
A0A8J2ZED7_Caldovatus	A0A8J2ZED7	2041189	Caldovatus sediminis	bac		recQ	409	524	758	116
A0A8J3CPH0_Algimonas	A0A8J3CPH0	1479486	Algimonas arctica	bac		GCM10009069_01300	419	532	616	114
A0A8J3IRD1_Reticulibacter	A0A8J3IRD1	2778369	Reticulibacter mediterranei	bac		recQ	406	519	738	114
A0A8S8XEK1_Roseiterribacter	A0A8S8XEK1	2812848	Roseiterribacter gracilis	bac		recQ	402	515	603	114
A0A916NGC7_Parvicella	A0A916NGC7	2829795	Parvicella tangerina	bac		recQ_1	407	519	732	113
A0A923I1A1_Undibacterium	A0A923I1A1	2762291	Undibacterium rugosum	bac		recQ	421	534	627	114
A0A931I1Y0_Methylobrevis	A0A931I1Y0	2793297	Methylobrevis albus	bac		recQ	419	532	625	114
A0AAE3IH70_Hominimerdicola	A0AAE3IH70	2981726	Hominimerdicola aceti	bac		recQ	413	530	761	118
A0AAE3UGC7_Xanthocytophaga	A0AAE3UGC7	3048010	Xanthocytophaga agilis	bac		recQ	402	515	730	114
A0AAF1KR32_Rhizobium	A0AAF1KR32	2041385	Rhizobium tumorigenes	bac		recQ	456	569	664	114
A0AAN4VVT6_Persicobacter	A0AAN4VVT6	981	Persicobacter diffluens	bac		PEDI_04490	409	521	731	113
A0ABT3HCH6_Rhodobium	A0ABT3HCH6	364296	Rhodobium gokarnense	bac		M2319_002448	398	511	600	114
A7HXG7_Parvibaculum	A7HXG7	402881	Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966)	bac		Plav_2993	432	545	633	114
B9XSD9_Pedosphaera	B9XSD9	320771	Pedosphaera parvula (strain Ellin514)	bac		Cflav_PD0285	406	523	728	118
C2MC37_Porphyromonas	C2MC37	596327	Porphyromonas uenonis 60-3	bac		recQ	402	514	734	113
C8VVA7_Desulfofarcimen	C8VVA7	485916	Desulfofarcimen acetoxidans (strain ATCC 49208 / DSM 771 / KCTC 5769 / VKM B-1644 / 5575) (Desulfotomaculum acetoxidans)	bac		Dtox_0011	493	598	793	106
E4T5K5_Paludibacter	E4T5K5	694427	Paludibacter propionicigenes (strain DSM 17365 / JCM 13257 / WB4)	bac		Palpr_1860	404	517	730	114
G2KSF7_Micavibrio	G2KSF7	856793	Micavibrio aeruginosavorus (strain ARL-13)	bac		recQ	386	499	589	114
G4D3E1_Peptoniphilus	G4D3E1	997350	Peptoniphilus indolicus ATCC 29427	bac		recQ	391	502	711	112
H0EB31_Patulibacter	H0EB31	1097667	Patulibacter medicamentivorans	bac		PAI11_40560	530	621	625	92
H1DGQ4_Odoribacter	H1DGQ4	742817	Odoribacter laneus YIT 12061	bac		HMPREF9449_01440	414	527	735	114
H6SJH5_Pararhodospirillum	H6SJH5	1150469	Pararhodospirillum photometricum DSM 122	bac		RSPPHO_01514	464	577	676	114
I0IE31_Phycisphaera	I0IE31	1142394	Phycisphaera mikurensis (strain DSM 103959 / KCTC 22515 / NBRC 102666 / FYK2301M01)	bac		recQ	446	559	657	114
K9TME6_Oxynema	K9TME6	56110	Oxynema acuminatum PCC 6304	bac		Oscil6304_3626	412	525	836	114
L8N4U5_Pseudanabaena	L8N4U5	927668	Pseudanabaena biceps PCC 7429	bac		Pse7429DRAFT_1587	440	553	769	114
M5RUY2_Novipirellula	M5RUY2	1265738	Rhodopirellula maiorica SM1	bac		RMSM_03853	647	751	1079	105
Q186Q8_Clostridioides	Q186Q8	272563	Clostridioides difficile (strain 630) (Peptoclostridium difficile)	bac		recQ	400	519	827	120
Q1YQ86_tx314287	Q1YQ86	314287	gamma proteobacterium HTCC2207	bac		GB2207_00250	399	512	607	114
A0A073ISA3_Synergistes	A0A073ISA3	2754	Synergistes jonesii	bac		EH55_02530	404	522	612	119
A0A0B7GQE4_Treponema	A0A0B7GQE4	162	Treponema phagedenis	bac		recQ	411	523	734	113
A0A0B7MMV0_Syntrophaceticus	A0A0B7MMV0	499207	Syntrophaceticus schinkii	bac		SSCH_430011	408	454	454	47
A0A0C5JLA7_Rugosibacter	A0A0C5JLA7	1565605	Rugosibacter aromaticivorans	bac		PG1C_06055	401	514	628	114
A0A0F6W5Y2_Sandaracinus	A0A0F6W5Y2	927083	Sandaracinus amylolyticus	bac		DB32_005480	484	591	691	108
A0A0M7AZ84_Roseibium	A0A0M7AZ84	311410	Roseibium album	bac		recQ_1	423	535	629	113
A0A0P9C5D5_Thiohalorhabdus	A0A0P9C5D5	381306	Thiohalorhabdus denitrificans	bac		SAMN05661077_1337	401	514	601	114
A0A0S2I0X3_Salinivirga	A0A0S2I0X3	1307839	Salinivirga cyanobacteriivorans	bac		recQ_1	403	516	729	114
A0A146G7L9_Terrimicrobium	A0A146G7L9	690879	Terrimicrobium sacchariphilum	bac		TSACC_22116	398	515	608	118
A0A165B2T3_Synechococcus	A0A165B2T3	431041	Candidatus Synechococcus spongiarum	bac		FLM9_1054	399	511	618	113
A0A1D7TL41_Sulfurospirillum	A0A1D7TL41	1193502	Sulfurospirillum halorespirans DSM 13726	bac		SHALO_1925	399	510	596	112
A0A1D8GHK1_Geosporobacter	A0A1D8GHK1	1424294	Geosporobacter ferrireducens	bac		Gferi_12555	399	509	718	111
A0A1E2UKR5_CandidatusThiodiazotropha	A0A1E2UKR5	1818881	Candidatus Thiodiazotropha endoloripes	bac		A3196_00270	410	523	716	114
A0A1G5QNZ4_Thiohalomonas	A0A1G5QNZ4	415747	Thiohalomonas denitrificans	bac		SAMN03097708_02461	398	511	604	114
A0A1H6U6J9_Propionispira	A0A1H6U6J9	84035	Propionispira arboris	bac		SAMN05660742_101331	401	514	718	114
A0A1H8PP60_Propionispora	A0A1H8PP60	112903	Propionispora vibrioides	bac		SAMN04490178_10239	423	536	740	114
A0A1I0CSQ0_Thorsellia	A0A1I0CSQ0	1123402	Thorsellia anophelis DSM 18579	bac		SAMN02583745_01712	436	548	647	113
A0A1I1VUW1_Thiohalospira	A0A1I1VUW1	1123397	Thiohalospira halophila DSM 15071	bac		SAMN05660831_02496	404	517	606	114
A0A1I2D684_Thermoflexibacter	A0A1I2D684	1003	Thermoflexibacter ruber	bac		SAMN04488541_100684	410	523	737	114
A0A1L3GRT7_Syntrophotalea	A0A1L3GRT7	1842532	Syntrophotalea acetylenivorans	bac		A7E78_12635	401	512	599	112
A0A1M4XQ64_Tissierella	A0A1M4XQ64	1123404	Tissierella praeacuta DSM 18095	bac		SAMN02745784_02342	400	513	721	114
A0A1M4Y951_Desulfacinum	A0A1M4Y951	1121391	Desulfacinum infernum DSM 9756	bac		SAMN02745206_01197	401	511	968	111
A0A1M5SR35_Sporanaerobacter	A0A1M5SR35	1123281	Sporanaerobacter acetigenes DSM 13106	bac		SAMN02745180_00252	402	515	724	114
A0A1Q2MGQ7_Limihaloglobus	A0A1Q2MGQ7	1851148	Limihaloglobus sulfuriphilus	bac		recQ_1	407	520	610	114
A0A285UW07_Salinicoccus	A0A285UW07	714307	Salinicoccus kekensis	bac		SAMN05878391_2337	398	508	606	111
A0A285ZTE1_Pedobacter	A0A285ZTE1	1476464	Pedobacter xixiisoli	bac		SAMN06297358_0910	423	531	747	109
A0A2A5S5G9_Pseudolactococcus	A0A2A5S5G9	1364	Pseudolactococcus piscium	bac		RU86_GL001133	400	515	601	116
A0A2P7QFF5_Allosphingosinicella	A0A2P7QFF5	2116704	Allosphingosinicella deserti	bac		recQ	397	508	595	112
